SEASON,YEAR,WEEK,AGE 0-4,AGE 5-24,AGE 25-49,AGE 25-64,AGE 50-64,AGE 65,ILITOTAL,TOTAL PATIENTS,NUMBER OF PROVIDERS,%UNWEIGHTED ILI,% WEIGHTED ILI
2003-04,2004,34,259,265,,231,,44,799,91326,333,0.00874888,0.00663175
2003-04,2004,35,279,358,,252,,71,960,96656,326,0.00993213,0.00614691
2003-04,2004,36,281,309,,263,,60,913,104207,337,0.00876141,0.00656823
2003-04,2004,37,342,413,,299,,68,1122,118343,341,0.00948092,0.00723016
2003-04,2004,38,322,416,,268,,83,1089,117483,336,0.00926943,0.00691857
2003-04,2004,39,333,382,,319,,82,1116,114857,364,0.00971643,0.00782758
2004-05,2004,40,877,1256,,853,,185,3171,353449,1176,0.00897159,0.00982275
2004-05,2004,41,1071,1373,,971,,216,3631,355116,1187,0.0102248,0.0101821
2004-05,2004,42,1240,1534,,1019,,226,4019,378094,1267,0.0106296,0.011768
2004-05,2004,43,1190,1671,,1223,,285,4369,380921,1293,0.0114696,0.0130121
2004-05,2004,44,1327,1718,,1215,,291,4551,377692,1302,0.0120495,0.0127746
2004-05,2004,45,1497,1874,,1279,,319,4969,380718,1344,0.0130517,0.0140387
2004-05,2004,46,1531,1874,,1279,,299,4983,387182,1336,0.0128699,0.0140301
2004-05,2004,47,1490,1678,,1274,,271,4713,295546,1341,0.0159468,0.0173975
2004-05,2004,48,1538,2059,,1434,,376,5407,387004,1369,0.0139714,0.0156894
2004-05,2004,49,1551,2052,,1450,,375,5428,374356,1346,0.0144996,0.0165927
2004-05,2004,50,1670,2071,,1643,,371,5755,355806,1379,0.0161745,0.0181341
2004-05,2004,51,1856,1807,,1608,,418,5689,259639,1288,0.0219112,0.0237626
2004-05,2004,52,2252,1993,,2413,,621,7279,283617,1332,0.0256649,0.0277052
2004-05,2005,1,2010,2450,,2869,,712,8041,369455,1383,0.0217645,0.0240064
2004-05,2005,2,2188,2982,,2542,,611,8323,378024,1342,0.0220171,0.0254155
2004-05,2005,3,2199,3682,,2839,,608,9328,368678,1348,0.0253012,0.0285871
2004-05,2005,4,2747,5364,,3586,,725,12422,405254,1334,0.0306524,0.0355011
2004-05,2005,5,3086,7650,,4498,,958,16192,406772,1303,0.0398061,0.0458591
2004-05,2005,6,3626,8854,,5757,,1132,19369,421461,1324,0.0459568,0.0505809
2004-05,2005,7,3834,8400,,6515,,1182,19931,419426,1330,0.0475197,0.0544151
2004-05,2005,8,3720,6759,,5125,,1026,16630,397883,1280,0.0417962,0.044729
2004-05,2005,9,2997,5343,,4058,,836,13234,383196,1268,0.0345359,0.036752
2004-05,2005,10,2728,4494,,3634,,745,11601,367292,1227,0.0315852,0.033353
2004-05,2005,11,2416,3513,,2969,,604,9502,355454,1185,0.026732,0.0276224
2004-05,2005,12,2145,2771,,2434,,550,7900,335940,1148,0.0235161,0.0246844
2004-05,2005,13,1827,2133,,1979,,390,6329,334438,1103,0.0189243,0.0200081
2004-05,2005,14,1422,1737,,1327,,330,4816,315823,1048,0.015249,0.0154319
2004-05,2005,15,1356,1603,,1169,,317,4445,314948,1000,0.0141134,0.0150195
2004-05,2005,16,1096,1469,,954,,306,3825,305833,978,0.0125068,0.0122918
2004-05,2005,17,1117,1411,,894,,224,3646,302065,971,0.0120702,0.0121854
2004-05,2005,18,903,1136,,762,,189,2990,277120,923,0.0107895,0.0115832
2004-05,2005,19,979,1115,,710,,208,3012,263009,878,0.0114521,0.01249
2004-05,2005,20,805,926,,600,,200,2531,238494,825,0.0106124,0.0116888
2004-05,2005,21,687,695,,518,,156,2056,194550,687,0.010568,0.0107888
2004-05,2005,22,693,678,,568,,160,2099,167661,637,0.0125193,0.0123059
2004-05,2005,23,548,594,,462,,140,1744,171960,603,0.0101419,0.0114747
2004-05,2005,24,573,507,,409,,125,1614,154899,582,0.0104197,0.0100254
2004-05,2005,25,580,507,,431,,110,1628,170645,587,0.00954027,0.00957569
2004-05,2005,26,497,452,,326,,84,1359,160216,550,0.0084823,0.00894837
2004-05,2005,27,426,390,,313,,69,1198,142302,533,0.00841872,0.00798205
2004-05,2005,28,389,361,,323,,75,1148,157068,524,0.00730894,0.00757812
2004-05,2005,29,333,364,,303,,68,1068,149699,507,0.00713432,0.00825963
2004-05,2005,30,328,327,,279,,56,990,147612,492,0.00670677,0.00744927
2004-05,2005,31,331,326,,267,,58,982,142468,488,0.00689278,0.00787049
2004-05,2005,32,319,350,,297,,57,1023,145121,479,0.00704929,0.00684724
2004-05,2005,33,330,326,,225,,47,928,150673,480,0.00615903,0.00747361
2004-05,2005,34,292,311,,265,,54,922,151290,428,0.00609426,0.00673974
2004-05,2005,35,342,367,,273,,51,1033,151854,420,0.00680259,0.00869662
2004-05,2005,36,338,396,,264,,63,1061,136817,416,0.00775488,0.00899529
2004-05,2005,37,302,383,,289,,52,1026,150127,408,0.00683421,0.00854635
2004-05,2005,38,368,516,,285,,50,1219,156067,419,0.00781075,0.0101123
2004-05,2005,39,381,484,,276,,63,1204,149205,447,0.00806943,0.00977808
2005-06,2005,40,1172,1256,,924,,234,3586,333164,1113,0.0107635,0.0117778
2005-06,2005,41,1285,1247,,853,,197,3582,338343,1160,0.0105869,0.0121947
2005-06,2005,42,1393,1525,,992,,212,4122,369609,1216,0.0111523,0.013069
2005-06,2005,43,1439,1599,,997,,213,4248,377999,1237,0.0112381,0.0133931
2005-06,2005,44,1639,1894,,1190,,282,5005,398840,1280,0.0125489,0.0158374
2005-06,2005,45,1563,1929,,1251,,295,5038,376924,1272,0.0133661,0.0147072
2005-06,2005,46,1679,1951,,1331,,315,5276,382697,1277,0.0137864,0.016112
2005-06,2005,47,1666,1593,,1249,,294,4802,298578,1301,0.0160829,0.0182699
2005-06,2005,48,1858,2176,,1583,,349,5966,402264,1325,0.0148311,0.0177482
2005-06,2005,49,1987,2463,,1534,,387,6371,385248,1328,0.0165374,0.0194451
2005-06,2005,50,2241,3063,,1997,,396,7697,383548,1318,0.0200679,0.0235512
2005-06,2005,51,2696,3058,,2293,,530,8577,333921,1287,0.0256857,0.0310878
2005-06,2005,52,2678,2561,,2882,,721,8842,289638,1273,0.0305278,0.0328238
2005-06,2006,1,2422,2366,,2817,,734,8339,343871,1319,0.0242504,0.0262914
2005-06,2006,2,2272,2921,,2155,,534,7882,393716,1339,0.0200195,0.022515
2005-06,2006,3,2249,3150,,1999,,460,7858,381699,1297,0.0205869,0.0235858
2005-06,2006,4,2643,3646,,2281,,544,9114,411882,1331,0.0221277,0.0241881
2005-06,2006,5,2612,4153,,2288,,498,9551,411291,1320,0.023222,0.0252752
2005-06,2006,6,2754,4593,,2543,,537,10427,418286,1311,0.0249279,0.0264954
2005-06,2006,7,2624,4979,,2992,,631,11226,401661,1288,0.0279489,0.0312935
2005-06,2006,8,2753,5284,,3073,,791,11901,400827,1288,0.0296911,0.0312442
2005-06,2006,9,2579,5008,,2989,,767,11343,399459,1275,0.0283959,0.0313099
2005-06,2006,10,2564,5106,,2913,,678,11261,405365,1257,0.0277799,0.0308261
2005-06,2006,11,2330,4154,,2231,,607,9322,376971,1241,0.0247287,0.0264431
2005-06,2006,12,1895,3709,,1919,,541,8064,369804,1217,0.0218061,0.0242295
2005-06,2006,13,1697,3393,,1745,,478,7313,362605,1165,0.020168,0.0231141
2005-06,2006,14,1437,2660,,1299,,342,5738,349662,1133,0.0164101,0.0186383
2005-06,2006,15,1181,2014,,1067,,285,4547,334760,1087,0.0135829,0.0144943
2005-06,2006,16,959,1479,,873,,239,3550,310641,1045,0.011428,0.0130227
2005-06,2006,17,836,1382,,779,,180,3177,305389,1017,0.0104031,0.0113459
2005-06,2006,18,745,1208,,637,,190,2780,288278,958,0.00964347,0.0106255
2005-06,2006,19,745,1039,,621,,187,2592,276338,919,0.00937982,0.0103428
2005-06,2006,20,715,969,,582,,162,2428,256267,877,0.00947449,0.0101791
2005-06,2006,21,699,764,,452,,146,2061,231075,783,0.00891918,0.00918151
2005-06,2006,22,572,561,,404,,108,1645,190252,649,0.00864643,0.0093099
2005-06,2006,23,754,626,,564,,131,2075,213847,635,0.0097032,0.00857294
2005-06,2006,24,514,447,,388,,81,1430,169353,615,0.0084439,0.00786294
2005-06,2006,25,463,409,,328,,100,1300,167770,610,0.0077487,0.00719426
2005-06,2006,26,466,390,,323,,92,1271,154741,572,0.00821372,0.00718868
2005-06,2006,27,437,402,,305,,71,1215,139216,565,0.00872745,0.00774807
2005-06,2006,28,549,511,,449,,108,1617,175259,577,0.00922635,0.0076598
2005-06,2006,29,541,440,,460,,112,1553,172654,564,0.00899487,0.00642809
2005-06,2006,30,502,403,,422,,128,1455,172581,564,0.00843082,0.00622033
2005-06,2006,31,508,430,,402,,88,1428,161937,551,0.00881824,0.00616326
2005-06,2006,32,473,435,,383,,82,1373,168024,547,0.00817145,0.00685694
2005-06,2006,33,510,466,,390,,91,1457,167183,536,0.008715,0.00622697
2005-06,2006,34,404,379,,279,,76,1138,154071,503,0.00738621,0.00611817
2005-06,2006,35,398,457,,292,,77,1224,153390,488,0.00797966,0.00638831
2005-06,2006,36,492,506,,396,,69,1463,144289,491,0.0101394,0.00806627
2005-06,2006,37,446,521,,361,,78,1406,159603,487,0.00880936,0.00762448
2005-06,2006,38,511,534,,362,,80,1487,157627,455,0.00943366,0.00813406
2005-06,2006,39,476,512,,364,,81,1433,160732,469,0.00891546,0.00807934
2006-07,2006,40,1434,1699,,1116,,264,4513,375076,1323,0.0120322,0.0115384
2006-07,2006,41,1278,1602,,992,,200,4072,384920,1361,0.0105788,0.0114819
2006-07,2006,42,1543,1830,,1099,,265,4737,419005,1425,0.0113054,0.0122736
2006-07,2006,43,1582,1996,,1086,,224,4888,434287,1445,0.0112552,0.0121744
2006-07,2006,44,1672,2270,,1157,,281,5380,445334,1473,0.0120808,0.0132813
2006-07,2006,45,2112,2393,,1320,,314,6139,454901,1497,0.0134952,0.0147754
2006-07,2006,46,2355,2681,,1342,,290,6668,453945,1474,0.014689,0.015339
2006-07,2006,47,2188,2202,,1409,,357,6156,336822,1488,0.0182767,0.0191269
2006-07,2006,48,2573,2792,,1774,,391,7530,452089,1486,0.016656,0.01838
2006-07,2006,49,2643,3244,,1804,,431,8122,436741,1493,0.0185968,0.0195376
2006-07,2006,50,3270,4470,,2177,,479,10396,435177,1492,0.0238891,0.0240407
2006-07,2006,51,3387,4065,,2237,,503,10192,365334,1435,0.0278978,0.0287453
2006-07,2006,52,3243,2868,,2216,,586,8913,286087,1359,0.0311549,0.0302597
2006-07,2007,1,2927,2481,,2394,,584,8386,369521,1490,0.0226942,0.0237817
2006-07,2007,2,2507,2756,,2018,,480,7761,416464,1467,0.0186355,0.0209232
2006-07,2007,3,2548,3248,,1701,,412,7909,395477,1470,0.0199986,0.0229396
2006-07,2007,4,3410,4684,,2257,,537,10888,446119,1495,0.024406,0.0274501
2006-07,2007,5,3456,5648,,2559,,457,12120,428241,1472,0.0283018,0.0304434
2006-07,2007,6,3840,6995,,2910,,452,14197,454533,1484,0.0312343,0.0349999
2006-07,2007,7,3879,6668,,2955,,529,14031,429057,1461,0.0327019,0.0357851
2006-07,2007,8,3728,6537,,3175,,608,14048,442099,1460,0.0317757,0.0328979
2006-07,2007,9,3016,5429,,2778,,578,11801,433281,1428,0.0272364,0.0289149
2006-07,2007,10,2798,4937,,2533,,447,10715,428255,1408,0.0250201,0.0262075
2006-07,2007,11,2668,4031,,2426,,472,9597,395394,1361,0.024272,0.0253387
2006-07,2007,12,2049,3307,,1857,,349,7562,385735,1333,0.0196041,0.0207251
2006-07,2007,13,1664,2508,,1625,,351,6148,386327,1303,0.015914,0.0187084
2006-07,2007,14,1445,1803,,1379,,331,4958,361955,1284,0.0136978,0.0140042
2006-07,2007,15,1429,1821,,1274,,345,4869,357183,1240,0.0136317,0.0146887
2006-07,2007,16,1257,1523,,1112,,287,4179,356055,1206,0.011737,0.0115514
2006-07,2007,17,1152,1386,,937,,220,3695,347413,1152,0.0106358,0.0107901
2006-07,2007,18,969,1143,,755,,210,3077,317311,1119,0.00969711,0.0098492
2006-07,2007,19,917,1055,,713,,175,2860,296262,1057,0.00965362,0.0103325
2006-07,2007,20,815,861,,590,,176,2442,285031,1025,0.00856749,0.00926649
2006-07,2007,21,761,785,,561,,136,2243,259803,925,0.00863346,0.009201
2006-07,2007,22,722,652,,554,,130,2058,220020,831,0.0093537,0.00954094
2006-07,2007,23,628,510,,422,,119,1679,225197,796,0.00745569,0.00763278
2006-07,2007,24,598,469,,413,,134,1614,217982,771,0.00740428,0.0081722
2006-07,2007,25,521,441,,394,,100,1456,216378,749,0.00672897,0.00764586
2006-07,2007,26,514,408,,431,,102,1455,218376,742,0.00666282,0.00793127
2006-07,2007,27,394,360,,313,,102,1169,176387,711,0.00662747,0.0066909
2006-07,2007,28,366,372,,296,,52,1086,199040,697,0.00545619,0.0062115
2006-07,2007,29,446,345,,335,,85,1211,206574,698,0.00586231,0.00603659
2006-07,2007,30,477,392,,391,,96,1356,205241,691,0.00660687,0.00649058
2006-07,2007,31,321,311,,344,,61,1037,194161,677,0.00534093,0.00568338
2006-07,2007,32,389,385,,320,,78,1172,200154,667,0.00585549,0.00651546
2006-07,2007,33,439,411,,338,,95,1283,207580,666,0.00618075,0.00652176
2006-07,2007,34,495,457,,408,,88,1448,210629,671,0.00687465,0.00803849
2006-07,2007,35,502,500,,416,,108,1526,213219,652,0.00715696,0.00787458
2006-07,2007,36,519,545,,417,,73,1554,187384,641,0.00829313,0.00943263
2006-07,2007,37,496,682,,417,,99,1694,211509,638,0.00800912,0.00946932
2006-07,2007,38,609,681,,502,,121,1913,208278,632,0.00918484,0.00987146
2006-07,2007,39,729,788,,583,,128,2228,273623,703,0.00814259,0.0105206
2007-08,2007,40,2187,1997,,1167,,290,5641,526227,1373,0.0107197,0.00995184
2007-08,2007,41,2387,2433,,1321,,303,6444,529126,1429,0.0121786,0.0122003
2007-08,2007,42,2583,2551,,1455,,352,6941,557172,1449,0.0124576,0.0128548
2007-08,2007,43,2871,2788,,1400,,375,7434,546680,1477,0.0135984,0.013775
2007-08,2007,44,3074,2998,,1475,,368,7915,547104,1485,0.0144671,0.0146725
2007-08,2007,45,3398,3303,,1609,,377,8687,566717,1539,0.0153286,0.0155841
2007-08,2007,46,3563,3290,,1780,,471,9104,546284,1516,0.0166653,0.0161958
2007-08,2007,47,3651,2631,,1812,,476,8570,433951,1523,0.0197488,0.018112
2007-08,2007,48,3679,3158,,1921,,413,9171,548159,1513,0.0167305,0.0161865
2007-08,2007,49,3365,2907,,1772,,392,8436,516263,1487,0.0163405,0.0162124
2007-08,2007,50,3298,2694,,1697,,402,8091,463416,1453,0.0174595,0.0167351
2007-08,2007,51,3580,2724,,1987,,459,8750,451862,1420,0.0193643,0.0195096
2007-08,2007,52,3848,2348,,2184,,522,8902,357646,1426,0.0248905,0.0250019
2007-08,2008,1,3737,2568,,2731,,670,9706,430603,1486,0.0225405,0.0243939
2007-08,2008,2,3393,3644,,3262,,816,11115,531444,1509,0.0209147,0.0229319
2007-08,2008,3,3664,4900,,3038,,595,12197,516966,1511,0.0235934,0.0262907
2007-08,2008,4,4289,7661,,4499,,722,17171,516683,1508,0.0332331,0.0392966
2007-08,2008,5,5222,11974,,6595,,1021,24812,559609,1514,0.0443381,0.0499202
2007-08,2008,6,6059,15323,,9212,,1302,31896,596692,1526,0.0534547,0.057776
2007-08,2008,7,6244,14336,,9487,,1558,31625,583210,1518,0.0542258,0.0598318
2007-08,2008,8,5922,12783,,9812,,1728,30245,570334,1497,0.0530303,0.0561677
2007-08,2008,9,4978,9958,,8583,,1508,25027,589626,1453,0.0424456,0.0453234
2007-08,2008,10,4420,7849,,6781,,1204,20254,558269,1445,0.03628,0.0383249
2007-08,2008,11,3878,6112,,5676,,1048,16714,550776,1412,0.0303463,0.0321522
2007-08,2008,12,3153,4493,,4520,,874,13040,514205,1395,0.0253595,0.0269245
2007-08,2008,13,2689,3395,,3496,,796,10376,504350,1379,0.020573,0.0203366
2007-08,2008,14,2372,2697,,2872,,642,8583,492850,1327,0.017415,0.0165275
2007-08,2008,15,2045,2354,,2160,,486,7045,500881,1318,0.0140652,0.013113
2007-08,2008,16,1857,2013,,1802,,407,6079,479187,1288,0.0126861,0.011652
2007-08,2008,17,1572,1713,,1345,,323,4953,459808,1208,0.0107719,0.0102035
2007-08,2008,18,1466,1416,,1107,,235,4224,425187,1147,0.00993445,0.00877607
2007-08,2008,19,1356,1381,,1066,,208,4011,440183,1098,0.00911212,0.00825107
2007-08,2008,20,1439,1274,,980,,211,3904,401601,1074,0.00972109,0.00787315
2007-08,2008,21,1393,1116,,926,,211,3646,367075,945,0.00993258,0.00805439
2007-08,2008,22,1473,1083,,1004,,243,3803,348477,869,0.0109132,0.00886061
2007-08,2008,23,1159,906,,729,,139,2933,330127,789,0.00888446,0.00743743
2007-08,2008,24,1113,886,,720,,187,2906,327366,764,0.00887691,0.00706842
2007-08,2008,25,1115,855,,712,,160,2842,321789,755,0.00883187,0.00655943
2007-08,2008,26,937,810,,654,,133,2534,306499,730,0.00826756,0.00633492
2007-08,2008,27,913,762,,575,,155,2405,307073,713,0.00783201,0.00571837
2007-08,2008,28,881,749,,669,,132,2431,311423,710,0.0078061,0.00558278
2007-08,2008,29,826,703,,619,,171,2319,301532,696,0.00769073,0.00597893
2007-08,2008,30,779,704,,552,,131,2166,300292,694,0.00721298,0.00577222
2007-08,2008,31,788,763,,599,,139,2289,304175,676,0.00752527,0.00596987
2007-08,2008,32,679,706,,619,,216,2220,294930,668,0.00752721,0.00564653
2007-08,2008,33,789,745,,650,,184,2368,298701,657,0.00792766,0.00585682
2007-08,2008,34,730,754,,619,,134,2237,300714,657,0.00743896,0.00503985
2007-08,2008,35,794,892,,616,,127,2429,298342,636,0.00814166,0.00468139
2007-08,2008,36,774,880,,663,,144,2461,293535,666,0.00838401,0.00576455
2007-08,2008,37,859,994,,758,,177,2788,327567,685,0.00851124,0.00681361
2007-08,2008,38,1062,1527,,958,,188,3735,336560,679,0.0110976,0.00794764
2007-08,2008,39,983,1306,,932,,179,3400,329731,716,0.0103114,0.00868116
2008-09,2008,40,1535,2352,,1476,,324,5687,555999,1435,0.0102284,0.0106828
2008-09,2008,41,1861,2291,,1485,,322,5959,578446,1500,0.0103017,0.0100756
2008-09,2008,42,1869,2219,,1467,,341,5896,582351,1525,0.0101245,0.00979399
2008-09,2008,43,1976,2474,,1668,,367,6485,598473,1527,0.0108359,0.0104943
2008-09,2008,44,2119,2547,,1869,,452,6987,599343,1545,0.0116578,0.0113218
2008-09,2008,45,2276,2668,,1981,,372,7297,612526,1555,0.011913,0.0113156
2008-09,2008,46,2512,2854,,1889,,412,7667,598635,1555,0.0128075,0.0115469
2008-09,2008,47,2600,2828,,1893,,412,7733,608646,1563,0.0127053,0.0120448
2008-09,2008,48,3024,2412,,1741,,457,7634,478386,1523,0.0159578,0.0136081
2008-09,2008,49,3114,2913,,2212,,469,8708,597052,1551,0.014585,0.0130322
2008-09,2008,50,3252,3024,,1974,,439,8689,579573,1543,0.0149921,0.0130204
2008-09,2008,51,3137,2579,,1640,,456,7812,479318,1416,0.0162982,0.0145109
2008-09,2008,52,3897,2367,,1947,,495,8706,403876,1484,0.0215561,0.0179927
2008-09,2008,53,3814,2042,,2163,,584,8603,425780,1490,0.0202053,0.0212134
2008-09,2009,1,3245,2548,,2606,,557,8956,579428,1539,0.0154566,0.0147138
2008-09,2009,2,3142,3345,,2329,,473,9289,565631,1512,0.0164224,0.0161555
2008-09,2009,3,3602,4597,,2821,,436,11456,582932,1566,0.0196524,0.0195333
2008-09,2009,4,4039,6602,,3215,,468,14324,611176,1554,0.0234368,0.0242907
2008-09,2009,5,4606,8882,,4240,,540,18268,638613,1580,0.0286057,0.0296686
2008-09,2009,6,5064,11215,,4636,,752,21667,648304,1569,0.033421,0.0357354
2008-09,2009,7,4848,9851,,4685,,638,20022,624583,1543,0.0320566,0.0336653
2008-09,2009,8,4694,10092,,5007,,657,20450,659573,1544,0.0310049,0.032962
2008-09,2009,9,4420,9116,,4272,,633,18441,623389,1534,0.0295819,0.0317227
2008-09,2009,10,4046,7446,,3601,,618,15711,637672,1524,0.0246381,0.025804
2008-09,2009,11,3657,6036,,3002,,582,13277,605503,1494,0.0219272,0.0242922
2008-09,2009,12,3237,5052,,2661,,450,11400,608342,1470,0.0187395,0.0199028
2008-09,2009,13,2829,4283,,2158,,399,9669,586651,1440,0.0164817,0.0172423
2008-09,2009,14,2577,3407,,2085,,391,8460,564460,1422,0.0149878,0.0160355
2008-09,2009,15,2371,2761,,1727,,363,7222,558837,1415,0.0129233,0.0128418
2008-09,2009,16,2353,2855,,1743,,397,7348,577836,1445,0.0127164,0.012932
2008-09,2009,17,4821,8043,,5093,,670,18627,624734,1405,0.0298159,0.0274012
2008-09,2009,18,3920,6221,,3875,,562,14578,598189,1422,0.0243702,0.0222391
2008-09,2009,19,3236,5888,,3018,,412,12554,550300,1372,0.022813,0.0176657
2008-09,2009,20,4188,12026,,4136,,424,20774,544432,1331,0.0381572,0.0192171
2008-09,2009,21,4496,12461,,4950,,487,22394,531526,1314,0.0421315,0.018611
2008-09,2009,22,3865,8615,,4213,,412,17105,538177,1305,0.0317832,0.0168423
2008-09,2009,23,3072,5660,,3276,,384,12392,493761,1296,0.0250972,0.017393
2008-09,2009,24,2623,4740,,3084,,333,10780,521701,1280,0.0206632,0.0183001
2008-09,2009,25,2299,3700,,2476,,326,8801,512268,1279,0.0171805,0.0158128
2008-09,2009,26,2145,2893,,2023,,361,7422,475877,1237,0.0155965,0.0149172
2008-09,2009,27,1701,2481,,1815,,293,6290,480680,1246,0.0130856,0.01389
2008-09,2009,28,1581,2437,,1708,,238,5964,502466,1248,0.0118695,0.0134702
2008-09,2009,29,1608,2285,,1611,,231,5735,503971,1248,0.0113796,0.0116056
2008-09,2009,30,1519,2199,,1575,,294,5587,485804,1254,0.0115005,0.012085
2008-09,2009,31,1651,2082,,1530,,263,5526,496666,1230,0.0111262,0.0115544
2008-09,2009,32,1645,2321,,1646,,265,5877,506019,1234,0.0116142,0.0114518
2008-09,2009,33,2167,4210,,2168,,396,8941,544827,1286,0.0164107,0.014664
2008-09,2009,34,2883,8253,,2977,,443,14556,588916,1320,0.0247166,0.0238017
2009-10,2009,35,3713,13114,,3982,,541,21350,573972,1358,0.0371969,0.0344681
2009-10,2009,36,4087,13407,,4547,,520,22561,571201,1367,0.0394975,0.0405315
2009-10,2009,37,4445,15326,,5668,,652,26091,638302,1380,0.0408756,0.0426621
2009-10,2009,38,4462,14152,,5252,,588,24454,608464,1313,0.0401897,0.0421579
2009-10,2009,39,4974,16291,,6090,,564,27919,606458,1331,0.0460362,0.048861
2009-10,2009,40,9302,27406,8554,,,903,48420,855346,2056,0.0566087,0.0606923
2009-10,2009,41,11527,32585,10271,,,1013,58196,853912,2134,0.0681522,0.0709467
2009-10,2009,42,13187,39364,12399,,,1070,69068,906536,2162,0.0761889,0.077151
2009-10,2009,43,13174,36860,12166,,,1128,66411,898860,2167,0.0738836,0.0755134
2009-10,2009,44,12161,30860,10250,,,1074,57017,899425,2197,0.0633927,0.0667118
2009-10,2009,45,10151,21112,8174,,,978,42729,864348,2191,0.0494349,0.0520633
2009-10,2009,46,8979,14652,6163,,,883,32520,853552,2157,0.0380996,0.0404477
2009-10,2009,47,7716,8237,4378,,,771,22508,654101,2146,0.0344106,0.0349722
2009-10,2009,48,7195,7988,4259,,,818,21730,814550,2122,0.0266773,0.0269023
2009-10,2009,49,6490,7218,3588,,,715,19325,781811,2093,0.0247183,0.0247119
2009-10,2009,50,6275,5785,3249,,,659,17081,728401,2014,0.02345,0.0244773
2009-10,2009,51,6078,4127,2677,,,644,14575,536961,1934,0.0271435,0.0264594
2009-10,2009,52,6598,3726,3202,,,803,15613,583299,1937,0.0267667,0.0261567
2009-10,2010,1,4998,3961,3333,,,763,14299,721138,1996,0.0198284,0.0190712
2009-10,2010,2,4877,4614,2793,,,622,14088,770895,2016,0.0182749,0.0186738
2009-10,2010,3,5399,5079,2693,,,578,14757,766177,2053,0.0192606,0.0188072
2009-10,2010,4,5333,5655,2560,,,528,15122,785580,2026,0.0192495,0.0196908
2009-10,2010,5,5816,6142,2581,,,550,16037,767773,1996,0.0208877,0.0211387
2009-10,2010,6,5496,5577,2644,,,658,15381,756068,1977,0.0203434,0.0209695
2009-10,2010,7,5388,5536,2649,,,498,15065,762208,1954,0.0197649,0.0190294
2009-10,2010,8,5040,6207,2943,,,679,16087,806925,1990,0.0199362,0.0196951
2009-10,2010,9,4281,5685,2763,,,672,14486,781411,1953,0.0185383,0.0192331
2009-10,2010,10,4612,5270,2660,,,700,14354,768702,1946,0.018673,0.0189659
2009-10,2010,11,4063,4466,2468,,,628,12601,741293,1933,0.0169987,0.0175181
2009-10,2010,12,3625,4108,2097,,,534,11191,747358,1917,0.0149741,0.0152632
2009-10,2010,13,3408,3733,1954,,,528,10359,713863,1875,0.0145112,0.0149572
2009-10,2010,14,3090,2933,1718,,,428,8813,730068,1850,0.0120715,0.0122313
2009-10,2010,15,3117,3110,1572,,,404,8801,749563,1831,0.0117415,0.0117754
2009-10,2010,16,2921,3044,1461,,,414,8362,719580,1765,0.0116207,0.0109112
2009-10,2010,17,3081,2972,1435,,,395,8440,720054,1755,0.0117213,0.0111958
2009-10,2010,18,2781,2901,1385,,,365,7914,705551,1710,0.0112168,0.0108169
2009-10,2010,19,2851,2645,1363,,,347,7697,669414,1664,0.0114981,0.0112497
2009-10,2010,20,2816,2553,1364,,,372,7603,670887,1624,0.0113328,0.0106197
2009-10,2010,21,2636,2188,1235,,,349,6853,633532,1497,0.0108171,0.0108909
2009-10,2010,22,2413,2172,1212,,,335,6595,549773,1421,0.0119959,0.011776
2009-10,2010,23,2147,1831,1081,,,322,5755,604004,1435,0.00952808,0.0097493
2009-10,2010,24,1975,1784,978,,,240,5316,580329,1405,0.00916032,0.00987132
2009-10,2010,25,2027,1779,882,,,249,5334,575664,1384,0.00926582,0.00995991
2009-10,2010,26,1754,1541,862,,,238,4718,542536,1347,0.0086962,0.00904726
2009-10,2010,27,1753,1566,816,,,222,4691,519414,1353,0.00903133,0.00941927
2009-10,2010,28,1458,1450,819,,,209,4234,547187,1284,0.00773776,0.00880415
2009-10,2010,29,1323,1335,759,,,198,3950,531790,1265,0.00742774,0.00842615
2009-10,2010,30,1290,1279,805,,,174,3850,526723,1250,0.00730934,0.00858382
2009-10,2010,31,1381,1357,839,,,209,4077,518121,1241,0.00786882,0.0083383
2009-10,2010,32,1378,1307,809,,,214,4008,525260,1212,0.00763051,0.00847437
2009-10,2010,33,1485,1592,883,,,198,4518,537190,1225,0.00841043,0.00888273
2009-10,2010,34,1520,1592,811,,,202,4420,558382,1235,0.00791573,0.00765372
2009-10,2010,35,1564,1866,1019,,,204,5007,548573,1170,0.00912732,0.0091858
2009-10,2010,36,1850,1959,1076,,,234,5493,531250,1198,0.0103398,0.0101432
2009-10,2010,37,1720,2118,1061,,,253,5510,589930,1210,0.00934009,0.0101233
2009-10,2010,38,2134,2510,1291,,,326,6741,623077,1206,0.0108189,0.0111803
2009-10,2010,39,1995,2383,1269,,,294,6387,599366,1254,0.0106563,0.0111806
2010-11,2010,40,2627,3142,1677,,,400,8473,746485,1838,0.0113505,0.0110939
2010-11,2010,41,2953,3522,1779,,,444,9347,746230,1875,0.0125256,0.0124341
2010-11,2010,42,3044,3641,1898,,,411,9684,777397,1907,0.012457,0.0125726
2010-11,2010,43,3226,3822,1754,,,420,9904,781234,1929,0.0126774,0.0125734
2010-11,2010,44,3451,4397,1981,,,455,11020,766753,1947,0.0143723,0.0143414
