SEASON,YEAR,WEEK,AGE 0-4,AGE 5-24,AGE 25-49,AGE 25-64,AGE 50-64,AGE 65,ILITOTAL,TOTAL PATIENTS,NUMBER OF PROVIDERS,%UNWEIGHTED ILI,% WEIGHTED ILI
2016-17,2016,48,5209,5655,3326,,,1056,16605,883118,2005,0.0188027,0.0181129
2016-17,2016,49,5512,5814,3188,,,1047,16976,847500,2018,0.0200307,0.0191669
2016-17,2016,50,5744,6724,3491,,,1019,18463,811687,2005,0.0227465,0.0220671
2016-17,2016,51,6657,7470,4099,,,1421,21570,740295,1982,0.029137,0.0273096
2016-17,2016,52,7712,7144,5247,,,2145,24900,701866,1931,0.0354769,0.0336152
2016-17,2017,1,6716,6786,5673,,,2230,24178,785080,2028,0.0307969,0.0309232
2016-17,2017,2,6022,8847,5315,,,2081,24904,824374,2001,0.0302096,0.0307623
2016-17,2017,3,6403,12121,5588,,,1930,28759,845666,2033,0.0340075,0.0350708
2016-17,2017,4,6958,14064,5762,,,1820,31221,884076,2024,0.0353148,0.0379872
2016-17,2017,5,7452,17475,6522,,,2093,36510,902215,2029,0.0404671,0.0443601
2016-17,2017,6,8110,20150,8235,,,2646,42890,902292,2030,0.0475345,0.0506094
2016-17,2017,7,7737,18715,8348,,,2638,41098,883216,1973,0.0465322,0.0485988
2016-17,2017,8,7649,17300,8560,,,2808,40124,878193,1990,0.0456893,0.0457809
2016-17,2017,9,6129,12394,6496,,,2181,30183,873909,1998,0.0345379,0.0355555
2016-17,2017,10,5851,11546,5970,,,1918,28051,851118,1973,0.0329578,0.0350492
2016-17,2017,11,5503,10084,5535,,,1780,25484,805664,1961,0.0316311,0.0321406
2016-17,2017,12,5518,11512,5860,,,1839,27371,871632,1943,0.031402,0.0309854
2016-17,2017,13,5158,10155,5078,,,1628,24375,846072,1904,0.0288096,0.0279765
2016-17,2017,14,4490,8183,3918,,,1333,19684,830587,1910,0.0236989,0.0238646
2016-17,2017,15,3909,5851,3152,,,1170,15552,803557,1865,0.0193539,0.0196699
2016-17,2017,16,3308,4683,2766,,,997,13012,793124,1850,0.016406,0.0173523
2016-17,2017,17,2997,4497,2392,,,958,11955,808770,1850,0.0147817,0.015635
2016-17,2017,18,2890,4106,2039,,,717,10763,786659,1800,0.0136819,0.014041
2016-17,2017,19,2746,3822,2037,,,721,10188,761114,1770,0.0133856,0.0127729
2016-17,2017,20,2685,3518,2011,,,709,9809,728618,1749,0.0134625,0.0128245
2016-17,2017,21,2341,3060,1745,,,647,8564,677064,1617,0.0126487,0.0116589
2016-17,2017,22,2312,2575,1577,,,583,7757,617165,1572,0.0125688,0.0110922
2016-17,2017,23,2456,2377,1462,,,591,7558,652681,1498,0.0115799,0.0104387
2016-17,2017,24,2049,2099,1346,,,547,6636,633019,1472,0.0104831,0.00905089
2016-17,2017,25,1930,1972,1299,,,503,6264,633619,1502,0.00988607,0.00900337
2016-17,2017,26,1771,1748,1121,,,467,5596,581944,1424,0.00961605,0.00859539
2016-17,2017,27,1728,1564,1111,,,418,5326,557320,1461,0.00955645,0.00818831
2016-17,2017,28,1545,1578,1004,,,372,4961,599567,1410,0.0082743,0.00752503
2016-17,2017,29,1549,1426,918,,,420,4764,585207,1403,0.00814071,0.007372
2016-17,2017,30,1576,1516,953,,,376,4880,596493,1382,0.00818115,0.00733096
2016-17,2017,31,1529,1485,1037,,,433,4899,590414,1393,0.00829757,0.0073102
2016-17,2017,32,1559,1481,1044,,,390,4915,593240,1390,0.00828501,0.00688338
2016-17,2017,33,1603,1691,1097,,,412,5230,590363,1351,0.00885896,0.00732049
2016-17,2017,34,1977,2556,1261,,,414,6682,632771,1382,0.0105599,0.00911641
2016-17,2017,35,2076,2726,1302,,,503,7133,638196,1371,0.0111768,0.0102105
2016-17,2017,36,2074,2488,1369,,,555,7073,621296,1386,0.0113843,0.0109335
2016-17,2017,37,2375,2947,1658,,,628,8317,733316,1486,0.0113416,0.0109515
2016-17,2017,38,2544,3075,1625,,,658,8566,728970,1487,0.0117508,0.0109699
2016-17,2017,39,2840,3201,1652,,,640,9079,733519,1470,0.0123773,0.0118823
2017-18,2017,40,3847,4558,2492,3567,1075,876,12848,1004733,2224,1.27006,1.27875
2017-18,2017,41,4119,4463,2686,3764,1078,952,13298,999809,2251,1.30714,1.33005
2017-18,2017,42,4414,5006,2823,3965,1142,976,14361,1020067,2272,1.34389,1.40785
2017-18,2017,43,5010,5539,2927,4253,1326,1055,15857,1009277,2270,1.52071,1.57112
2017-18,2017,44,5220,6134,3301,4669,1368,1064,17087,1004860,2227,1.74765,1.70044
2017-18,2017,45,6108,6660,3591,5111,1520,1118,18997,1023267,2290,1.88999,1.8565
2017-18,2017,46,6860,7560,4224,6015,1791,1374,21809,1057645,2299,2.06099,2.06203
2017-18,2017,47,6917,5870,3820,5515,1695,1430,19732,850019,2275,2.28197,2.32136
2017-18,2017,48,7016,7477,5253,7464,2211,1834,23791,1059785,2283,2.28786,2.24489
2017-18,2017,49,7202,8457,5025,7346,2321,1845,24850,1001799,2275,2.58516,2.48054
2017-18,2017,50,8290,11263,6678,9642,2964,2337,31532,986307,2266,3.37109,3.19698
2017-18,2017,51,10410,14111,9822,14388,4566,3718,42627,964963,2213,4.7395,4.41748
2017-18,2017,52,11323,11521,11485,17217,5732,5073,45134,830149,2134,5.71576,5.43686
2017-18,2018,1,9413,11721,13406,20285,6879,5908,47327,883572,2244,5.75997,5.35633
2017-18,2018,2,10056,17363,15407,23190,7783,6211,56820,1028499,2259,5.90624,5.52456
2017-18,2018,3,12002,21914,16047,23633,7586,5586,63135,995871,2289,6.52391,6.33968
2017-18,2018,4,13438,30644,18396,27331,8935,6098,77511,1104392,2290,7.16994,7.01843
2017-18,2018,5,14841,37209,19104,28042,8938,5961,86053,1106627,2277,7.52834,7.77615
2017-18,2018,6,15197,38600,19552,28170,8618,5889,87856,1131493,2301,7.39015,7.76461
2017-18,2018,7,13355,32138,17228,25312,8084,5451,76256,1120238,2229,6.44907,6.80712
2017-18,2018,8,10166,20466,12477,18290,5813,4177,53099,1028978,2274,4.96787,5.16036
2017-18,2018,9,7198,13378,8497,12616,4119,2896,36088,1009910,2207,3.69774,3.57339
2017-18,2018,10,6368,10847,6499,9634,3135,2300,29149,967001,2215,3.19163,3.01437
2017-18,2018,11,5587,9455,5932,8760,2828,2141,25943,947579,2199,2.77545,2.73782
2017-18,2018,12,5222,8643,5419,7982,2563,1976,23823,958373,2179,2.49454,2.48578
2017-18,2018,13,4723,7228,4728,7031,2303,1747,20729,873258,2139,2.42077,2.37375
2017-18,2018,14,4542,6236,4455,6613,2158,1699,19090,931761,2118,2.08962,2.04881
2017-18,2018,15,4113,5484,3741,5563,1822,1447,16607,910484,2069,1.79957,1.82397
2017-18,2018,16,3807,5230,3202,4623,1421,1102,14762,922467,2087,1.62908,1.60027
2017-18,2018,17,3669,5279,3009,4378,1369,1084,14410,924096,2026,1.56292,1.55936
2017-18,2018,18,3597,4784,2584,3796,1212,983,13160,899401,1954,1.54256,1.4632
2017-18,2018,19,3375,4093,2168,3092,924,885,11445,882220,1860,1.31677,1.2973
2017-18,2018,20,3279,3722,2209,3100,891,781,10882,878920,1891,1.20323,1.23811
2017-18,2018,21,3225,3277,2030,2900,870,846,10248,812897,1744,1.24245,1.26068
2017-18,2018,22,3035,2869,1772,2591,819,718,9213,726867,1604,1.16345,1.26749
2017-18,2018,23,2519,2254,1639,2344,705,590,7707,698079,1378,1.00533,1.10403
