"language_code","language_name","language_synonym","thesaurus_heading_language","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","uri"
"N223","Wandangbag","","","-12.312678455805","132.978249196100","https://collection.aiatsis.gov.au/austlang/language/n223"
"N224","Gonbudj","Konbudj|Bardaya|Mabakala|Ngunbudj|Gunbudj|Koarnbut|Ngonbudj|Ba’rdaaya|Badaya","","-12.453436261982","132.156498870420","https://collection.aiatsis.gov.au/austlang/language/n224"
"N225","Meritjamui","","","","","https://collection.aiatsis.gov.au/austlang/language/n225"
"N226","Giyug","","","-13.168227624970","130.053520554530","https://collection.aiatsis.gov.au/austlang/language/n226"
"N227","Karaman","","","","","https://collection.aiatsis.gov.au/austlang/language/n227"
"N228","Bararrpararr","Gumurrwalirrbuy|Morru","","","","https://collection.aiatsis.gov.au/austlang/language/n228"
"N229","Ngalarrunga","","","-15.900873682573","133.197321542960","https://collection.aiatsis.gov.au/austlang/language/n229"
"N230","Yolngu Matha","Murngin|Wulamba","","","","https://collection.aiatsis.gov.au/austlang/language/n230"
"N24","Nangiblerbi","Nangliblerbi","","","","https://collection.aiatsis.gov.au/austlang/language/n24"
"N25","Warray","Waray|Awara|Parlamarnyin|Warai|Wolwonga|Arwur|Awarai|Awarra|Awarrai|Warei|Warrai|Wulwongga|Woolwonga","Warray language N25","-13.163241744303","131.253816208830","https://collection.aiatsis.gov.au/austlang/language/n25"
"N26","Yunggor","Madngele","Yunggor language N26","-13.597300238836","130.413405680120","https://collection.aiatsis.gov.au/austlang/language/n26"
"N27","Wagiman","Wageman|Airiman|Tagoman|Wagoman|Ongkakaringa|Wagaman|Wogeman|Wongkakaringa|Wakiman|Wogeman; Wongkakaringa","Wagiman language N27","-14.012172251408","131.169358883860","https://collection.aiatsis.gov.au/austlang/language/n27"
"N28","Nungali","Nungulu|Jilngali|Ilngali","Nungali language N28","-15.590178428466","130.857093331830","https://collection.aiatsis.gov.au/austlang/language/n28"
"N29","Wuna","Wulna|Woolna|Djerimanga|Beriguruk|Wolna|Woolner|Wulnar|Birrigarak|Berrigurruk|Berugurruk|Djeramanga|Jermangel|Waak|Woolnah|Woolner for Djerimanga|Perrigurruk|Eri|Erei|Rereri|Reveri for Beriguruk|Wunna","Wuna language N29","-12.475167242034","131.372971874740","https://collection.aiatsis.gov.au/austlang/language/n29"
"N3","Murrinh-patha","Murrinh patha|Murinbata|Muringura|Murrinhkura|Murinjbada|Murinypata|Murinypatha|Murrinh diminin|Murrinh gurra|Murrinhpatha|Murinjpata|Murinbada|Marri wutha|Karama|Garama|Karaman|Murinkura|Nagor|Nangu|Mariwada|Mariwuda","Murrinh-Patha language N3","-14.747346346964","130.003464215950","https://collection.aiatsis.gov.au/austlang/language/n3"
"N30","Djowei","Arnhem Land|Daly River Region Languages|Kumertuo|Limilngan|Beriguruk|Lemil|Minidja|naWinjmil|Norweilemil","Djowei language N30","","","https://collection.aiatsis.gov.au/austlang/language/n30"
"N31","Batjamalh","Wadjiginj|Wadjiginy|Wadyiginy|Patjtjamal|Wagait|Waggite|Wogait|Batjamal|Batjemal|Bajamala|Batyamal|Batymal|Wadjigin|Wadjingy|Wogatj|Wagaitj|Worgait|Worgite|Waggait|Waggote|Waggate|Wagatsch|Waogatsch|Wadjinginj|Waggites|Wargad|Wogadj|Worgaid|Worgaidj|Wogath|Wogaity|Wogite|Wogaidj|Wogait is a misnomer for Wadyiginy|Their langauge Wadyiginy|which has another sub dialect called Batyamal|Wadyiginy has several variant spellings|namely|Wdadjingi|Amijangal|Ami|Wa gait|Wagaidj|Wagite|Waggute|Murinwargad","Batjamalh language N31","-13.208840010675","130.274040357720","https://collection.aiatsis.gov.au/austlang/language/n31"
"N32","Wulwulam","Beriguruk|Aggradundi|Aggrakundi|Agigondin|Agikwala|Agiqwolla|Agiwallem|Agoguila|Agrakundi|Agrikondi|Aquguila|Awinmil|Awinmul|Awinnmull|Giyuk|Oolawunga|Oolwunga|Peron Island|Wia willam|Wilwangga|Wolna|Wolonga|Wolwanga|Wolwongga|Woolwonga|Wulna|Wulnar|Wulwanga|Wulwonga|Wulwullam|Wuna|Wailwullam|Oola wunga","Wulwulam language N32","-13.641713801431","132.054632108460","https://collection.aiatsis.gov.au/austlang/language/n32"
"N33","Kamu","Malak Malak|Gamu/Kamor|Gamu|Junggor|Kamor|Madngela|Matngela|Mulluk Mulluk|Ngulul Wanggar|Wooliana|Yunggor|Gamor|Gamy|Kamorrkir|Komorrkir|Murra Kamangee|Ngangigmor","Kamu language N33","-13.612558220435","130.778457721380","https://collection.aiatsis.gov.au/austlang/language/n33"
"N34","Garama","Murrinh Patha|Djamindjung name for Murrinh Patha","Garama language N34","","","https://collection.aiatsis.gov.au/austlang/language/n34"
"N35","Wardaman","Wadaman|Wadderman|Waderman|Waduman|Warduman|Wartaman|Wordaman","Wardaman language N35","-15.356928062800","131.526997469080","https://collection.aiatsis.gov.au/austlang/language/n35"
"N36","Bilinarra","Pilinara|Ngarinman|Bunara|Bilinara|Bilinurra|Bilyanarra|Bilyanurra|Plinara|Pillenurra|Billianera|Bulinara|Bringara|Boonarra","Bilinarra language N36","-16.966859566959","130.744965471370","https://collection.aiatsis.gov.au/austlang/language/n36"
"N37","Wurrugu","Popham Bay language|Iyi|Limpapiu|Wurango|Iji|Jarle|Lyi|Urugu|Warange|Warragu|Warrka|Warrooka|Wurengo|Wurruga|Yarlo|Wurangu|Wurrunga|Wurrango|Wuruku|Uruku|Auwul warwak|Wareidbug|Woreidbug|Warooko|Jalo|Limba Karadjee","Wurrugu language N37","-11.361434582760","132.093123618720","https://collection.aiatsis.gov.au/austlang/language/n37"
"N37.1","Uwinymil","Uwinjmil|Awinjmil|Winjmil|Limilngan|Norweilemil|Beriguruk|Djowei|Lemil|Minidja|naWinjmil|Noalanji|Norweilimil|Awinmul|Uwiynmirr|Awinymil|Ngalwenmil|Agiwallem|Noalanji for Norweilemil|Awinnmull|Awinmil for Awinmul","Uwinymil language N37.1","-13.311520478115","131.775480420180","https://collection.aiatsis.gov.au/austlang/language/n37.1"
"N38","Dagoman","Wagiman|Tagoman|Airiman|Wagoman|Wogba|Togeman|Dogeman|Togiman","Dagoman language N38","-14.441000044493","131.877597958970","https://collection.aiatsis.gov.au/austlang/language/n38"
"N39","Iwaidja","Iwaydja|Adawuli|Djalakuru|Gaari|Garrig|Jaako|Jiwadza|Marlgu|Oitbi|Uruku|Wurango|Eae warge ga|Eaewandja|Eaewardja|Eaewarga|Eawaitja|Eewardja|Eiwaja|Gari|Idjduwa|Ilkar|Iwaidji|Iwaija|Iwaiji|Iwaji|Iyi|Jewitcha|Ji:wadja|Jiwadja|Jiwaidja|Juwadja|Limba Kar adjee|Limba karadjee|Limbakaraja|Manduwid|Ngadalwuli|Oidbi|Tarula|Unalla|Uwaidja|Yiwadja|Yiwadya|Yiwayja|Yiwaidja|Iwaja|Limba Karadjee","Iwaidja language N39","-11.612947182736","132.696220185070","https://collection.aiatsis.gov.au/austlang/language/n39"
"N40","Ngaduk","Gagudju|Ngardok|Kakadu|Kakudju|Aragu|Ad dok|Bimbirik|Gnaruk|Ngadok|Ngadug|Ngadulg|Ngardog|Ngarduk|Ngardulk|Ngarug|Ngaruk","Ngaduk language N40","-12.211677985510","132.596030081520","https://collection.aiatsis.gov.au/austlang/language/n40"
"N40.1","Ngomburr","Ngumbur|Ngurmbur|Ngombur|Murumburr|Ambugula|Ambuku:la|Corm bur|Gnormbur|Gnornbur|Gnumbu|Koarnbut|Nambuguja|Ngorbur|Ngorm bur|Ngormbur|Ngumbu|Numbugala|Oorm bur|Oormbur|Umbugarla includes Umbugarla proper|It also appears that it may have included Bugurnidja|Numbu gala","Ngombur language N40.1","-12.793623923910","132.129584978130","https://collection.aiatsis.gov.au/austlang/language/n40.1"
"N42","Limilngan","Limit|Minitja|Beriguruk|Djowei|Lemil|Minidja|naWinjmil|Norweilemil|Baneidja|Banidja|Banindja|Buneidja|Buneidya|Manidya|Minnitji|Peneitja|Punaka|Puneitja|Punuurlu|Manidja|Menassie|Buneitja","Limilngan language N42","-12.525601826077","131.724010766240","https://collection.aiatsis.gov.au/austlang/language/n42"
"N42.1","Bugurnidja","Bugurndidja|Bukurnidja|Banidja|Buneidja|Puneitja|Wada|Watta|Bin gongina|Bingongina|Bugongidja|Bugunidja|Bukurni:dja|Barnidja","Bugurnidja language N42.1","-12.765910968770","132.702129510640","https://collection.aiatsis.gov.au/austlang/language/n42.1"
"N43","Mbukarla","Umbugarla|Puneitja|Bugula|Numbugala|Ambugala","Mbukarla language N43","-12.983006563057","132.366581943410","https://collection.aiatsis.gov.au/austlang/language/n43"
"N44","Mayali","Gunwinjgu|Mayali|Bininj Gun wok|Neinggu|Gunwinggu|Kundjeymi|Djeibmi|Gundjeibmi|Maia:li|Maiaili|Maiali|Maiawali|Maieli|Maielli|Mailly|Majali|Majeli|Majuli|Mayaalia|Mayuli|Miorli|Myali|Myall|Myallee|Myoli|Puruga|Rembarunga|Rembarrnga|Rembaranga|Rembarnga|Rem branga|Ranjbarngo|Rainbarngo|Reinbaranga|Rem barrna","Mayali language N44","-14.080326620928","132.453694663630","https://collection.aiatsis.gov.au/austlang/language/n44"
"N45","Marrku","Marrgu|Terrutong|Yaako|Raffles Bay language|Croker Island language|Margu|Iwaidja|Marlgu|Adawuli|Djalakuru|Gaari|Garrig|Jaako|Jiwadza|Oitbi|Uruku|Wurango|Ajokoot|Mago|Margo|Terutong|Yako","Marrku language N45","-11.157663294781","132.560240028880","https://collection.aiatsis.gov.au/austlang/language/n45"
"N46","Oitbi","Iwaidja|Adawuli|Djalakuru|Gaari|Garrig|Jaako|Jiwadza|Marlgu|Uruku|Wurango|Bidjenelumbo|Bijnalumbo|Binjnalumbo|Bynalumbo|Heutbi|Oidbi|Oitbo|Bidjene lumbo","Oitbi language N46","","","https://collection.aiatsis.gov.au/austlang/language/n46"
"N47","Amurdak","Amurdag|Wardadjbak|Amooridiyu|Amarag|Amarak|Amurrag|Amurag|Amurrak|Amurtak|Amuruk|Mamurug|Monobar|Namurug|Ngamrrak|Ngamurag|Ngamurak|Umoordak|Umoreo|Umoriu|Amardak|A'moordiyu|Woraidbug|Mono bar","Amurdak language N47","-11.950287363885","132.873612268660","https://collection.aiatsis.gov.au/austlang/language/n47"
"N48","Wareidbug","Warejdbug|Wurango|Wurrunga|Wurrango|Wuru:ku|U:ru:ku|Auwul warwak|Wa:reidbug|Woreidbug|Warooko|Ja:lo|Yarlo|Limba Karadjee","","","","https://collection.aiatsis.gov.au/austlang/language/n48"
"N49","Nambuguja","","","","","https://collection.aiatsis.gov.au/austlang/language/n49"
"N5","Alura","Jaminjung|Djamindjung|Allura|Hallurra|Nallura","","","","https://collection.aiatsis.gov.au/austlang/language/n5"
"N50","Gaagudju","Gagadu|Gagudju|Kakadu|Kakudju|Ngardok|A:rwu:r|Abedal|Abiddul|Arwur|Auwur|Awur|Gagadju|Gagadyu|Ka:ka:dju|Kadadju|Kakakta|Kakata|Kakatu|Karkadoo|Karkardoo|Kukata|Katata|Abedal|Gaguju|Kakaju|Awoy|Kakadju","Gaagudju  language N50","-12.434077327456","132.671608496000","https://collection.aiatsis.gov.au/austlang/language/n50"
"N51","Wada","Bukurnidja|Wada/Watta|Banidja|Buneidja|Puneitja|Watta|Marianbirik|Marigianbirik|Wa:a|Wad:a|Wadjigi:n|Wadaa|Wadda","Wada language N51","-12.469898570642","132.563653906080","https://collection.aiatsis.gov.au/austlang/language/n51"
"N52","Widjilg / Widyilg","","Widjilg language N52","","","https://collection.aiatsis.gov.au/austlang/language/n52"
"N53","Mengerrdji","Mangerr|Gunwinggu|Mengerrdji/Menngarr|Kunwinjku|Mangeri|Menngarr|Ari|Eireij|Ere|Erei|Erej|Erre|Mangerei|Mennagi|Mengerei|Mengerdji|Mangerdji|Mengerr|Manger|Mangarryu|Mangeryu|Berrigurruk ; Erei ; Eri ; Rereri ; Reveri","Mengerrdji language N53","-12.350974624518","133.023775869700","https://collection.aiatsis.gov.au/austlang/language/n53"
"N55","Erre","Rereri|Erei|Eri|Arra","Erre language N55","-12.426083462370","133.065228513700","https://collection.aiatsis.gov.au/austlang/language/n55"
"N56","Gundudj","","Gundudj language N56","","","https://collection.aiatsis.gov.au/austlang/language/n56"
"N57","Jawoyn","Jawonj|Adowen|Gundjawan|Djauan|Djauwuny|Djawin|Charmong|Chau an|Chauan|Djauun|Djauwung|Djawan|Djawanj|Djawun|Djouan|Djowan|Djowei|Jauan|Jawin|Juauan|Kumertuo|Lebryryd|Nggandindmi|Tjauen|Tjawen|Tjouen|Tweinbol|Wonborngu|Jawony","Jawoyn language N57","-13.897300406584","133.038460833020","https://collection.aiatsis.gov.au/austlang/language/n57"
"N58","Jalakuru","Iwaidja|Djalakuru|Adawuli|Gaari|Garrig|Jaako|Jiwadza|Marlgu|Oitbi|Uruku|Wurango|Djalaguru","Jalakuru language N58","","","https://collection.aiatsis.gov.au/austlang/language/n58"
"N59","Wengei","Gunei|Gunwunei|Neing gu|Wengei|Wunei|Wengej","Wengei language N59","","","https://collection.aiatsis.gov.au/austlang/language/n59"
"N6","Menthe","Menhthe|Daktjerat|Murinwargad|Wagaid|Wagaidj|Wagait|Wagaitj|Wagatsch|Waggait|Waggate|Waggite|Waggote|Waggute|Wagite|Waogatsch|Wargad|Wodadj|Wogadj|Wogait|Wogaity|Wogatj|Wogaty|Wogite|Worgaid|Worgaidj|Worgait|Worgite|Menthajangal|Menthe Yangal|Manthi Yangal|Murrinh Menthe|Murrinh Mentherr|Mendajangal","Menthe language N6","-13.637667770393","129.920673071340","https://collection.aiatsis.gov.au/austlang/language/n6"
"N60","Dalabon","Ngalkbun|Dangbon|Dalabon ?Gundangbon|Dangbon/Dalabon|Gundalabon|Dangbun|Ngalkbon|Ngalgbon|Ngalgbun|Ngalkbon consist of the word for “mouth? in the relevant language plus an element bon|Buan|Bu:wan|Boun","Dalabon language N60","-13.316255495519","134.029309036440","https://collection.aiatsis.gov.au/austlang/language/n60"
"N64","Mawng","Maung|Mawung|Gun marung|Gunmarung|Managari|Manangari|Marung|Mau|Maw|Men ngai|Kunmarung|Mauung|Gunmarang","Mawng language N64","-11.813898254873","133.364007676020","https://collection.aiatsis.gov.au/austlang/language/n64"
"N65","Kunwinjku","Gunwinjgu|Mayali|Bininj Gun wok|Neinggu|Gunwinggu|Mangeri|Mengerrdji|Menngarr|Gumawurag|Gunawitji|Gundeidjeme|Gundeijeme|Gundjajeimi|Gundjeibmi|Gundjeipmi|Gunei|Gunrerg|Gunwinghu|Gunwingo|Gunwingu|Gunwinngu|Gunwinygu|Gunwunei|Gurmadja madja|Koorunge|Koorungo|Kulunglutchi|Kulunglutji|Kulungutchi|Kuninjku|Mangaridji|Margulitban|Muralidan|Neing gu|Neinggu|Neinngu|Unigangk|Urnigangg|Wengei|Wengej|Wengi|Wunei|Gunwiggu|Witji|Maielli|Majali|Gundja jeimi","Kunwinjku language N65","-12.173506301911","133.482734495470","https://collection.aiatsis.gov.au/austlang/language/n65"
"N66","Urningangk","Urningangg|Wuningangk|Uninganangk|Wata|Uningangg|Uningangk|Wuningak|Wuningag","Urningangk language N66","-12.545715770900","133.056492250860","https://collection.aiatsis.gov.au/austlang/language/n66"
"N68","Yangman","Jangman|Yungman|Jongman|Jungman|Yungmanni|Yungmun|Yungmunee|Yungmunnee|Yungmunni|Yung munni","Yangman language N68","-15.414291460469","132.499482834740","https://collection.aiatsis.gov.au/austlang/language/n68"
"N69","Kunbarlang","Gunbarlang|Gunbalang|Gambalanga|Walang|Gambalang|Geimbio|Gimbarlang|Gunba:lang|Gunbalag|Gunbalong|Gunbulan|Gurmadja madja|Warlang|Gunba:lan","Kunbarlang language N69","-11.932246158271","133.893891122650","https://collection.aiatsis.gov.au/austlang/language/n69"
"N7","Marrithiyel","Marithiel|Brinken|Marri Ammu|Marridan|Marrisjefin|Matige|Berinken|Berinkin|Berringin|Brinkan|Magatige|Marathiel|Maridhiel|Maridiel|Maridiyal|Maridiyel|Marithid|Maritige|Muringa|Muringata|Muringe|Maridjiel|Maridhiyel|beringken|commonly adapted into English as Brinkin","Marrithiyel language N7","-13.834648747329","130.012935239150","https://collection.aiatsis.gov.au/austlang/language/n7"
"N70","Kune","Gunwinggu","Kune language N70","-12.398006797043","134.386598903720","https://collection.aiatsis.gov.au/austlang/language/n70"
"N71","Gundjeihmi","Kundjeymi|Djeibmi|Gundjeibmi|Mayali|Gundeidjeme|Gundeidjemi|Gundjeipmi|Djebmi|Gunwinggu|Gundjepmi|Gundjipmi|Gundeij e me|Djeihmi|Djepmi|Maiali|Gunwingu|Gunwingo|Wengi|Wengei|Wengej|Kulunglutji|Kulunglutchi|Gundja jeimi|Gundeijeme|Margulitban|Unigangk|Urnigangg|Koorungo|Neinggu|Neinngu|Mangaridji|Mangeri","Gundjeihmi language N71","-12.925860559178","132.874560387630","https://collection.aiatsis.gov.au/austlang/language/n71"
"N72","Yan-nhangu","Yannhangu|Jarnango|Jaernungo|Janango|Jandango|Janjango|Jannangu|Jarnangu|Jarrangu|Kokolango|Yaernungo|Yandango|Yarnango|Yarrnangu|Yorngar|Nango|Yanna?u|Yaerungo|Murru?un|Djina?|Gunbirri|Mälarrai|Malarra|Malara","Yan-nhangu language N72","-12.007678358496","135.236416896970","https://collection.aiatsis.gov.au/austlang/language/n72"
"N73","Rembarrnga","Rembarunga|Rembarnga|Rainbarngo|Rambarrnga|Ranjbarngo|Ranjbarngu|Reinbaranga|Rembaranga|Rembarn nga|Rembarrna|Rembarrngu|Rembranga|Rainbarno|Remberanga|Rambarrna|Rem branga|Rem barrna|Maia:li|Maieli|Majali|Maiali|Maielli","Rembarrnga language N73","-13.231028553937","134.454108139930","https://collection.aiatsis.gov.au/austlang/language/n73"
"N74","Ndjébbana","Ndjébbana|Gunavidji|Kunibidji/Gunavidji|Ndeya|Gidjiya|Djeebbana|Gunibidji|Kunibidji|Behribmej|Djapena|Gidjia|Gidjiya|Djeepana|Grunavidji|Gudjia|Gunabidji|Gunabwidji|Gunadidji|Gunaviji|Gunawitji|Gunjibidji|Gurmadja madja|Jibidji|Kulunglutchyi|Witchi|Witji|Ndjéya|Gijiya","Ndjebbana language N74","-12.155548200634","134.274382555190","https://collection.aiatsis.gov.au/austlang/language/n74"
"N75","Gurr-goni","Gurrgoni|Gungorrogone|Gudjartabiyi|Guragone|Gungurugoni|Gungorogone|Gorogone|Gungarawoni|Gungoragone|Gungoro:lgo:ngi|Gungurulgungi|Gutjertabia|Gurugoni|Gungoragoni|Gungorragonni","Gurr-goni language N75","-12.228413134459","134.286706431430","https://collection.aiatsis.gov.au/austlang/language/n75"
"N76","Ngalkbon","Ngalkbun|Dalabon|Ngalabon|Ngalgbon|Njalkpon","Ngalkbon language N76","","","https://collection.aiatsis.gov.au/austlang/language/n76"
"N77","Ngalakgan","Ngalakan|Hongalla/Hongalla|Nala nalagen|Nalagen|Nalakan|Ngalagan|Ngalagkan|Ngalarkan|Ngulkpun|Nullakum|Nullakun|Nullikan|Nullikin|Ngalbon|Hongalla|Nallakum|Ngalar kan","Ngalakgan language N77","-14.283992459345","134.270752949710","https://collection.aiatsis.gov.au/austlang/language/n77"
"N78","Mangarrayi","Ngarrabadji|Mangarayi|Mungarai|Mangarai|Mangarei|Mangerei|Manggarai|Mungerry|Walooka|Mungari|Ngarrabadji","Mangarrayi  language N78","-14.891246591934","133.619154485480","https://collection.aiatsis.gov.au/austlang/language/n78"
"N79","Walamangu","Wallamungo|Wolamangu|Wollamungo|Nango|Walama?u","Walamangu language N79","","","https://collection.aiatsis.gov.au/austlang/language/n79"
"N8","Ngan'gikurunggurr","Ngangikurunggurr|Ngan|gi kurunggurr|Nangikurrunggurr|Nordaniman Nordan imin","Ngan'gikurunggurr language N8","-14.185570955859","130.103717276980","https://collection.aiatsis.gov.au/austlang/language/n8"
"N80","Nakkara","Na kara|Gukariya|Nakara|Nagara|Kokori|Kukkori|Nackara|Naga:ra|Naka:ra|Narkarrar|Ngara|Gukari","Nakkara language N80","-12.084457127900","134.364220355410","https://collection.aiatsis.gov.au/austlang/language/n80"
"N81","Gun-nartpa","also known as Gudjarlabiya|Burarra|Guadba|Gunaidbe|Gunardba|Kun nartpi|Mugali|Mu-golarra |Mukarli","Gun-nartpa language N81","-12.219203821555","134.550250268970","https://collection.aiatsis.gov.au/austlang/language/n81"
"N82","Burarra","Anbarra|Gadjalivia|Gidjingali|Bara|Barada|Barara|Barea|Barera|Baurera|Bawera|Birarra|Burada|Burara|Burera|Gidjingale|Gudjalayia|Gurmadja madja|Jikai|Ku jarlapiyi|Tchikai|Tha ra ra burra|Thar ar ra burra|Toolginburra|Anbara|Burrara","Burarra language N82","-12.161770746066","134.580709562800","https://collection.aiatsis.gov.au/austlang/language/n82"
"N83","Ganhalpuyngu","Ganalbingu|Djinba|Jinba|Djimba|Outjanbah|Gunalbingu|Ganalbwingu|Kurkamarnapia","Ganhalpuyngu language N83","","","https://collection.aiatsis.gov.au/austlang/language/n83"
"N84","Djarawala","Dyarawala","","","","https://collection.aiatsis.gov.au/austlang/language/n84"
"N85","Yugul","Arnhem Land|Daly River Region Languages|Jugul|Mara|Yukul|Jokul|Yikil|Yookil|Yookull|Yookala|Yikul","Yugul language N85","-14.746236748197","134.830743762280","https://collection.aiatsis.gov.au/austlang/language/n85"
"N86","Gadjalivia","Burarra|Anbarra|Gidjingali|Gudjalavia|Gudjalabia|Gajalivia|Gudjalibi|Gudalavia|Gudjaliba|Gadjal ibi|Gadjalibir","Gudjalavia language N86","","","https://collection.aiatsis.gov.au/austlang/language/n86"
"N87","Manyarring","Djinang Manharrngu","Manyarring language N87","","","https://collection.aiatsis.gov.au/austlang/language/n87"
"N88","Wubulkarra","Gupapuyngu|Ubulgara|Wulkara|Wobulgarra|Wowulkarra|Ob ulgara|Wolgara","Wubulkarra language N88","","","https://collection.aiatsis.gov.au/austlang/language/n88"
"N89","Buan","Dalabon|Bouin|Boun|Buwan","Buan language N89","","","https://collection.aiatsis.gov.au/austlang/language/n89"
"N9","Marridan","Maridan|Marrithiyel|Brinken|Marri Ammu|Marrisjefin|Matige|Murindan|Nordanimin|Maredan","Marridan  language N9","-13.999337262500","130.176823573010","https://collection.aiatsis.gov.au/austlang/language/n9"
"N90","Ngandi","Ngundi|Nagandi|Nagandji|Nanda|Nandi|Ngalbon|Ngalgbun","Ngandi language N90","-14.008594882317","134.906388897630","https://collection.aiatsis.gov.au/austlang/language/n90"
"N91","Galwa","Kalwa","","","","https://collection.aiatsis.gov.au/austlang/language/n91"
"N92","Alawa","Galawa|Warliburru|Wilingura|Ngewin|Alawa; Alaua|Allaua|Allaura|Allawa|Allowa|Allowiri|Allua|Alowa|Galleewo|Kallaua|Leealowa|Woolooami|Kallana|Walkonda|Walooka|Alaua|Galleewa|Woo looami","Alawa language N92","-15.523673824618","134.479586436950","https://collection.aiatsis.gov.au/austlang/language/n92"
"N93"," Wulkara","Wolgara","","","","https://collection.aiatsis.gov.au/austlang/language/n93"
"N94","Balmbi","Djinang|Barlmawi|Jandjinung|Yandijinang|Yandjinung|Balmawi|Jandjinang|Jand jinung|Yandjinning|Yandjinang|Djinnang|Djinhang|Milingimbi|Millingimbi|Wulllakki|Wulaki|Ullaki|Wulagi|Manjarngi|Manyarrngi|Mun narngo|Manarrngu","Balmbi language N94","","","https://collection.aiatsis.gov.au/austlang/language/n94"
"N94.1","Djinang","Djinang dialects|Yolngu|Ritharngu|Daii|Diakui|Djinba|Jandjinung|Yandijinang|Yandjinung|Jinang|Jandji:nangc|Jandjinang|Jand jinung|Yandjinning|Yandjinang|Djinnang|Djinhang|Milingimbi|Millingimbi|Wulllakki|Wulaki|Ullaki|Wulagi|Balmbi|Balmawi|Barlmawi|Manjarngi|Manyarrngi|Mun narngo|Manarrngu","Djinang language N94.1","-12.337894059620","134.863497774770","https://collection.aiatsis.gov.au/austlang/language/n94.1"
"N95","Wurlaki","Wulaki|Djinang|Jandjinang|Jand jinung|Yandjinung|Yandjinning|Yandjinang|Djinnang|Djinhang|Milingimbi|Millingimbi|Wulllakki|Ullaki|Wulagi|Balmbi|Balmawi|Barlmawi|Manjarngi|Manyarrngi|Mun narngo|Manarrngu","Wurlaki language N95","","","https://collection.aiatsis.gov.au/austlang/language/n95"
"N96","Dhaygurrgurr","Dajoror|Daygurrgurr|Dhaywurrwurr|Daiuror|Dhayurryurr","","","","https://collection.aiatsis.gov.au/austlang/language/n96"
"N97","Djinba","Yolngu|Ritharngu|Daii|Diakui|Djinang|Jinba|Djimba|Outjanbah|Gunalbingu|Ganalbwingu|Kurkamarnapia","Djinba language N97","-12.761852777698","135.004581228390","https://collection.aiatsis.gov.au/austlang/language/n97"
"N98","Malarbardjuradj","Malarbarrtchorai|Malarrbartjaray|Malabarrtjaray","Malarbardjuradj language N98","","","https://collection.aiatsis.gov.au/austlang/language/n98"
"N99","Wilingura","Alawa|Leewillungara|Leewillungarra|Wilanggara|Wilinggura|Willangan|Willngura|Willongera|Wilungwara|Wilangarra|Wilung wara","Wilingura language N99","-15.708561929459","135.930683081940","https://collection.aiatsis.gov.au/austlang/language/n99"
"P2","Torres Strait Creole","Yumplatok|Yumblatok","","","","https://collection.aiatsis.gov.au/austlang/language/p2"
"P3","Broome Pearling Lugger Pidgin","Broom Creole|Koepang Talk|Malay Talk|Japanese Pidgin English","","-17.929955022136","122.298900579980","https://collection.aiatsis.gov.au/austlang/language/p3"
"P4","Aboriginal English","","","","","https://collection.aiatsis.gov.au/austlang/language/p4"
"S1","Warki","Ngarrindjeri|Jarildukald|Meintangk|Pirtulun|Ramindjeri|Tanganukald|Gorawalun|Koraulun|Korowalle|""Milang dialect"" Wakend|Warkend|Wargi|Wakend|Milang dialect","Warki language S1","-35.460005005508","138.850946301920","https://collection.aiatsis.gov.au/austlang/language/s1"
"S10","Ngawadj","Meru|Ngawait|Erawirungand|Rankbirit|Ngintait|Ngaralta|Nganguruku|Ngaiawung|Barmerara Meru|Binjali|Eritark|Muljulpero maru|Nanait|Narwejung|Narwijjerook|Narwijjong|Nauait|Ngawaijung|Ngawaitjung|Ngawijung|Niawoo|Njawatjurk|Nyauaitji|Wem:ara|Nunait|Nyauaitj|Nar wijjong|Nja watjurk","Ngawadj language S10","-34.224469830423","140.225629483120","https://collection.aiatsis.gov.au/austlang/language/s10"
"S11","Tanganekald","Tangane|Ngarrindjeri|Tanganukald|Jarildukald|Meintangk|Pirtulun|Ramindjeri|Warki|Danganalun|Milmenrura|Polenjunga|Portaruwutj|Potangola|Narrinjeri|Taloinjunga|Tanganalum|Tatiara|Tatiarra|Tattayarra|Thunga|Thungah|Tonggi|Tunga|Tyatyalli|Tyeddyuwurru|Wepulprap|Werekatyalli|Wirigirek|Woychibirik|Yaran|Tenggi|Danganegald|Tanganalun|Thangani|Tangalun|Tanganikald|Tanganarin|Tangani|Tananalun|Dangani|Tenkinyra|Milmendura|Milmendjuri|Milmain jericon|Kalde|Wattatonga","Tanganekald language S11","-36.089402481252","139.569097225230","https://collection.aiatsis.gov.au/austlang/language/s11"
"S12","Yirawirung","Meru|Erawirungand|Ngawait|Rankbirit|Ngintait|Ngaralta|Nganguruku|Ngaiawung|Eramwirrangu|Eraweerung|Erawirrangu|Erawiruck|Erawirung|Jeraruk|Jirau|Jirawirung|Juju|Pomp malkie|Willoo|Wilu|Yerraruck|Yiran|Yirau|You you|Yuyu|Eramwir rangu","Yirawirung language S12","-34.267079105536","140.532834770210","https://collection.aiatsis.gov.au/austlang/language/s12"
