"language_code","language_name","language_synonym","thesaurus_heading_language","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","uri"
"A89","Pililuna","Walmajarri|Bililuna dialect","","-19.666746356789","127.600466289470","https://collection.aiatsis.gov.au/austlang/language/a89"
"A9","Mirning","Meening|Mining|Minninng|Mirniny|Ba:duk|Baaduk|Bardok|East Meening|East Mining|Eucla|Ikala|Ikula|Jirkala Mining|Jirkla mirning|Julbara|Julbari|Jurgala|Jurgula|Minal njunga|Mininj|Minnal yungar|Minning|Mirin|Mirningj|Murram|Ngadjadjara|Ngadjudjara|Ngadjuwonga|Ngandada|Ngandatha|Wanbiri|Wanmaraing|Warnabinnie|Warnabirri|Warnabirrie|Wonbil|Wonburi|Wonunda meening|Wonunda minung|Wonunda Mirning|Yerkla Mining|Yircla|Yirkala Mining|Yirkla|Yirkla Mining|Yurgala|Mirnin|Mirninj|Warna birrie|Wonbil also Wonburi|Jirkala Mining has another explanation for the name|Yerkla mining","Mirning language A9","-31.293030419620","128.153493270770","https://collection.aiatsis.gov.au/austlang/language/a9"
"A90","Nyanyany","Njanjanj","","","","https://collection.aiatsis.gov.au/austlang/language/a90"
"A91","Nyardi","Njardi","","-18.622991623929","125.275503904840","https://collection.aiatsis.gov.au/austlang/language/a91"
"A92","Tjapanmay","Nyunga|Djabanmay","","-30.963892724362","117.054110729320","https://collection.aiatsis.gov.au/austlang/language/a92"
"A93","Nhanhagardi","Nana karti|Widi|Nanakarti|Nanakarri|Wiri|Minango|Minangu|Nanakari|Nanakati|Barimaia|Jaburu","","-29.217596810821","115.274959176890","https://collection.aiatsis.gov.au/austlang/language/a93"
"A94","Witjaari","Whadjuk|Wadjuk|Wadjug|Whajook|Witja:ri|Wadjup|Juadjuk|Yooard|Yooadda|Minaln junga:|Minnal Yungar|Derbal|Karakata|Caractterup tribe|Karrakatta|Ilakuri wongi","","-31.755969203800","116.210052370030","https://collection.aiatsis.gov.au/austlang/language/a94"
"A95","Natingero","","","-29.373824151559","118.366999250900","https://collection.aiatsis.gov.au/austlang/language/a95"
"A96","Mandara","","","-23.364436323926","119.281124694100","https://collection.aiatsis.gov.au/austlang/language/a96"
"A97","Cheangwa language","","","-27.499086841060","116.401553483900","https://collection.aiatsis.gov.au/austlang/language/a97"
"A98","Kuntal","Nyangumarda|Kundal|Iparuka|Ngolibardu|Ngurlipartu|Nyangumarta|Walyirli|Wanyarli|Njangamarda|Njangamada|Nyangamada|Nangamada|Nangam urda|Njangomada|Njangumada|Njangumarda|Nangumarda|Nyangumada|Nyangumata|Njadamarda|Njanja marta|Ngapakoreilitja|Ngardungardu|Warmala|Waljuli Njangamarda|Kularupulu","","","","https://collection.aiatsis.gov.au/austlang/language/a98"
"A99","Norseman","","","-32.241502021711","121.762614359350","https://collection.aiatsis.gov.au/austlang/language/a99"
"C1","Wirangu","Hilleri|Jilbara|Naljara|Ngoleiadjara|Nonga|Tidni|Tidnie|Titnie|Wanbiri|Wangon|Warrangoo|Willeuroo|Windakan|Wirangga|Wirongu|Wirrongu|Wirrung|Wirrunga|Yilrea|Weerung|Wanggan|Yulbara|Julbari Wonnga|Yulbara wonga|Ulbarara|Youlbara|Willuro|Wilyaru|Kartawongulta|Nhangga|Hillery|Illarie|Ngadha Wangga|Ngadhu wangga|Warna biri|Wambira","Wirangu language C1","-31.535987723207","133.522074069100","https://collection.aiatsis.gov.au/austlang/language/c1"
"C10","Pintupi","Pintupi Luritja|Bindubi|Ildawonga|Wenamba|Bindaboo|Bindabu|Bindiboo|Bindibu|Bindooboo|Bindubu|Kalgonei|Kalgoneidjara|Kalguni|Loritja|Luridja|Luritja|Matjunalatara|Panika|Pi:ntubi|Pindu|Pindubu|Pintubi|Pintubidjara|Pintubitjara|Pintubu|Pintudjara|Pintularapi|Pintunala|Puntubu|Teitudjara|Wankawinan|Wenaba|Wiluraratja|Ildawongga|Puntubu; Pintubidjara|Wan kawinan|Kalgo neidjara|Matju:na latara|Panika for Pintubi|Ilda|Ilta|Manggawara|Wananwanari|Maiidjara|Maiadjara for Ildawongga","Pintupi language C10","-23.370096838363","127.581703099290","https://collection.aiatsis.gov.au/austlang/language/c10"
"C11","Yumu","Luritja|Jumu|Kukatja|Loritja|Matuntara|Ngalia|Ngadadjara|Ngatatara|Pa:kulja|Ngadad jara","Yumu language C11","","","https://collection.aiatsis.gov.au/austlang/language/c11"
"C12","Antekerrepenhe","Antekerrepenh|Andegerebinha|Andegerebenha|Andakerebina|Undekerebina|Walwallie|Williwilli|Yanindo|Andagerebina|Antakiripina|Andeberegina|Willi willi|Yanindo|Arandic","Antekerrepenhe language C12","-22.753908140735","137.620603896850","https://collection.aiatsis.gov.au/austlang/language/c12"
"C13","Kaytetye","Kaytetj|Kayteye|Kaytej|Gaidij|Kaititja|Kaititja; Gaididj|Kadda kie|Kaitidji|Kaitije|Kaitiji|Kaitish|Kaititj|Kaititje|Kat tit ya|Kat titch a|Katitch a|Katitja|Kaititj; Gaididj|Kaddakie|Katitcha|Katitya|Kaiditj|Kaytej; Gaididj|Keytetye|Kaititj; Kaititja|Gaididj|Kattitch a","Kaytetye language C13","-21.019874087248","134.069502508490","https://collection.aiatsis.gov.au/austlang/language/c13"
"C14","Alyawarr","Aljawarra|Alyawarre|Iliaura|Aliawara|Aliwara|Aljawara|Alyawara|Ilawara|Iliama|Iljauara|Iljawara|Illiaura|Illura|Illyowra|Ilyauarra|Ilyowra|Jajuwara|Yalyuwara|Iliaura|Ilja:wara|Iljaura|Ilyaurra|Ja:wara|Aljawara|Ilaurainya|Udnla|Ilyuarra|Alyawarra|Aliawara|Alja:wara|Alyuwara|Illaura|Iloura|Ilyawara|Ilywara|Jaljuwara|Yalyuwara |Alyawerr|Alja:wara|Alyawarri|Arandic","Alyawarr language C14","-21.948370997640","135.534446335630","https://collection.aiatsis.gov.au/austlang/language/c14"
"C15","Warlpiri","Warlpiri|Lander Warlpiri|Ngalia|Walbiri|Walmalla|Walpiri|Waneiga|Warlmala|Walpiri|Alpira|Alpiri|Elpira|Ilpara|Ilpira|Ilpirra|Nambulatji|Njambalatji|Ulperra|Wailbri|Walbrai|Walbri|Waljbiri|Waljpiri|Walpari|Warrabri|Wolperi|Wolpirra|Walbiri|Waibry|Nambutj|Nambutju|Nambutj|Waibri|Walbiri|Albura|Boonara|Bunara|Buruwatung|Ipara|Jalpiri|Kolo|Kukuruba|Manggai|Munga|Nambuda|Nanbuda|Ngadi|Ngali|Ngaliya|Ngallea|Ngallia|Ngardi|Ngari|Ngarilia|Ngarliya; Warrmarla; Warnayaka; Ngardilypa|Yarlpiri|Njalia|Ooldean|Panara|Puruwantung|Waiangadi|Waiangara|Waingara|Wakirti Warlpiri|Walmala|Walmanba|Wanaeka|Wanajaga|Wanajaka|Wanajeka|Wanayaga|Warangari|Waringari|Warniaka|Warramulla|Wawilja|Wommana|Woneiga|Nam bulatji|Wal bri","Warlpiri language C15","-20.433595605496","131.052409283610","https://collection.aiatsis.gov.au/austlang/language/c15"
"C15.1","Wakirti Warlpiri","Warlpiri|Eastern Warlpiri|Ali Curung|Hanson River Warlpiri|Warrabri Warlpiri|Ali Curung Warlpiri; Warrabri Warlpiri|Wageer|Wager|Wagier|Wagir|Wahgir|Wahkeer|Wahker|Wahkier|Wahkir|Wakeer|Waker|Wakier|Wakir|Wargir|Warkeer|Warker|Warkier|Warkir|Wugir|Wukeer|Wuker|Wukier|Wukir|Warlpri","Wakirti Warlpiri language C15.1","-20.672093316621","133.094528806910","https://collection.aiatsis.gov.au/austlang/language/c15.1"
"C16","Wakaya","Wagaya|Other Australian Indigenous Languages|Wakaja; Akaja|Arkiya|Lee wakya|Ukkia|Waagai|Waagi|Wagai|Wagaiau|Wagaja|Waggaia|Warkaia|Warkya|Wogaia|Woorkia|Worgai|Worgaia|Workaia|Workia|Worrkii|Wakaya; Leewakya|Wakaja|Wakkaja|Worki a|Wuga|Wagaia|Leewakya|Workii|Akaja","Wakaya language C16","-20.152907594635","136.169147220590","https://collection.aiatsis.gov.au/austlang/language/c16"
"C17","Warlmanpa","Walmanba|Wanmampa|Walmamba|Warlmanpa; Walmanba|Walmunba|Wanmanpa|Warlmanba|Walmala|Walmanpa|Walpiri|Albura|Alpira|Alpiri|Elpira|Ilpara|Ilpira|Ilpirra|Nam bulatji|Njambalatji|Ulperra|Wailbri|Walbiri|Walbrai|Wal bri|Waljbiri|Waljpiri|Walpari|Wanaeka|Wanajaga|Wanajaka|Wanajeka|Waneiga|Waringari|Warrabri|Wolperi|Wolpirra","Warlmanpa language C17","-19.249626535773","132.871007267820","https://collection.aiatsis.gov.au/austlang/language/c17"
"C18","Warumungu","Waramanga|Waramungu|Waramanga; Airamanga|Leenaranunga|Uriminga|Waramunga|Warimunga|Warramonga|Warramunga|Warrumunga|Wurmega|Warumungu; Waramanga|Warramanga|Warumunga|Warumungu; Warramunga|Airamanga|Warrmunga|Aira manga","Warumungu language C18","-19.602712664845","134.505181848420","https://collection.aiatsis.gov.au/austlang/language/c18"
"C19","Wambaya","Wambaia|Wombaya|Wambaia; Umbaia|Umbia|Wambaja|Wampaja|Wom by a|Wombaia|Wombya|Wonbaia|Yumpia|Wambaya; Umbaia|Wampaya; Umbaia|Wampaya|Wobya|Wambaya; Wambaia|Umbaia|Wailwan|Wailwin|Wailwun|Waljwan|Wamgaja|Wilwan|Ympia|Won baia","Wambaya language C19","-18.173055306326","135.431050102660","https://collection.aiatsis.gov.au/austlang/language/c19"
"C2","Ngalia","Ngaliya|Ngalea|Nambuda|Nangga|Nanggaranggu|Nanggarangku|Ngaliawongga|Ngalija|Ngallea|Ngallia|Ooldean|Tangara|Willoorara|Windakan|Willoo rara","Ngalia language C2","-29.198371544364","129.480033287080","https://collection.aiatsis.gov.au/austlang/language/c2"
"C20","Gurindji","Gurindji|Kuurrinjtji|Gurinji|Kartangarurru|Korindji|Kurintji|Malngin|Tjial|Wandjira|Coorinji|Corringi|Garundji|Goarango|Guirindji|Gurindzi|Gurrinji|Guurindji|Koorangie|Kooringee|Kwarandji|Kwaranjee|We arr ung","Gurindji language C20","-17.462112816687","129.807598443390","https://collection.aiatsis.gov.au/austlang/language/c20"
"C21","Pinkangarna","Mudbura|Pinkangama|Bingongina; Bin gongina|Bugongidja|Bin Gongina|Pinkangarna; Bin Gongina|Bingongina|Pinkangana|Bin gongina","","","","https://collection.aiatsis.gov.au/austlang/language/c21"
"C22","Jingulu","Djingulu|Djingili|Jingili|Tjingili|Tjingilu|Tjinggili|Tjingilli|Tjingali|Tjingalli|Chingalee|Chingalli|Tjingale|Tchingalee|Djingali|Djinggili|Tingalie|Leechunguloo","Jingulu language C22","-17.350765267549","133.701512863160","https://collection.aiatsis.gov.au/austlang/language/c22"
"C23","Gunindirri","Gunindiri|Kunindiri|Cundundeerie|Goonanderry|Kunandra|Kundindiri|Leecundunderrie|Gundirri|Kunindirri|Kunindiri; Cundundeerie|Leecundundeerie|Gunindiri; Kundindiri|Ku nandra","Gunindirri language C23","-17.669227805119","136.844652169710","https://collection.aiatsis.gov.au/austlang/language/c23"
"C24","Manu","Wandjira|Wadshara|Manoo","Manu language C24","","","https://collection.aiatsis.gov.au/austlang/language/c24"
"C25","Mudburra","Mudburra|Mudbura|Mutpura|Mutpura; Madbara|Moodburra|Mootburra|Mudbara|Mudbera|Mulpira|Mudbura; Moodburra|Mudbra|Mutburra|Mudburra; Mudbura|Madbara|Mutpurra","Mudburra language C25","-17.440310056236","131.909622701530","https://collection.aiatsis.gov.au/austlang/language/c25"
"C26","Gudanji","Gudandji|Ngandji|Gurdanji|Kotandji|Kurdanji|Kotandji; Anga|Angee|Gnanji|Godangee|Gundangee|Kakaringa|Koodangie|Koodanjee|Kudanji|Kudenji|Kutandji|Kutanjtjii|Kutandji; Anjee|Goarango|Goodanji|Gurandji|Koodanjie|Kuarandji|Kurandji|Kutanji; Gudandji|Kutanji|Gurdanydji|Gurdanydja; Kotandji|Anga|Anjee|Garindjari|Gudendji|Gurdandji|Gurendji|Kauarindarri|Kauarndhari|Kawarandari|Kawarandjari|Kawarindjara|Kawarindjari|Kudandji|Kudandyi|Kurtanji|Kwarandji|Nandi|Ngangi|Nganji","Gudanji language C26","-16.980617001904","135.255653041170","https://collection.aiatsis.gov.au/austlang/language/c26"
"C27","Ngarinyman","Ngarinyman|Ngarinman|Agarinman|ainman|Airiman|Hainman|Heineman|Hyneman|Nariman|Narinman|Ngaiman|Ngaimmun|Ngainman|Ngainmun|Ngarnman|Ngraimun|Ngrainmun|Ngaringman|Hairiman","Ngarinyman language C27","-16.590380084618","130.255177277250","https://collection.aiatsis.gov.au/austlang/language/c27"
"C28","Akarre","Arrarnta|Western|Akara","","-22.842506668901","135.362991750140","https://collection.aiatsis.gov.au/austlang/language/c28"
"C29","Lower Arrernte","Alenjerntarrpe|Lower Aranda|Arrernte Imarnt|Arandic","","-25.954571909387","135.392807165420","https://collection.aiatsis.gov.au/austlang/language/c29"
"C3","Kokatha","Kukatha|Kukarta|Kokata|Gugada|Cocotah|Cookutta|Geebera|Gogada|Gogoda|Gugadja|Kakarrura|Keibara|Kikataja|Kokatja|Kokit ta|Koocatho|Koogatho|Koogathoo|Koogurda|Kookata|Kookatha|Kotit ta|Ku:gurda wongga|Kugurda|Kukada|Kukata|Madutara|Maduwonga|Nganitjiddia|Nganitjidi|Nganitjini|Wanggamadu|Yallingarra|Kukatja|Matuntara|Ku gurda|Kukataja|Madu wonga|Yallingarra for Kokata|Aluna|Madun tara|Maiuladjara|Maiulatara for Matuntara","Kokatha language C3","-29.659445361412","133.415357311420","https://collection.aiatsis.gov.au/austlang/language/c3"
"C30","Eastern Gurindji","Gurindji|Eastern","","-17.748534509445","130.405901350750","https://collection.aiatsis.gov.au/austlang/language/c30"
"C31","Eastern Mudburra","Mudburra|Eastern","","-17.557472822989","131.995517736480","https://collection.aiatsis.gov.au/austlang/language/c31"
"C32","Eastern Ngarinyman","Ngarinyman|Eastern","","-16.556038457011","130.511754611100","https://collection.aiatsis.gov.au/austlang/language/c32"
"C33","Karranga","Mudbura|Karangpurru|Karrangpurru","","-16.214558371984","131.360630234520","https://collection.aiatsis.gov.au/austlang/language/c33"
"C34","Kartangarurru","Gurindji|Korindji|Kurintji|Malngin|Tjial|Wandjira|Kartangaruru|Pirlingarna","","-19.250305030825","130.480725366450","https://collection.aiatsis.gov.au/austlang/language/c34"
"C35","Kuwarranyji","Gurindji|Kwaranjee|Kwarandji|Kuwarrangu|Kooringee|Coorinji|Goarango|Gurindzi|We arr ung","","-16.720940346925","132.336562193460","https://collection.aiatsis.gov.au/austlang/language/c35"
"C36","Western Mudburra","Mudburra|Western","","-16.767364036194","131.454554918440","https://collection.aiatsis.gov.au/austlang/language/c36"
"C37","Wurlayi","Gurinji","","-16.341585810998","129.647824075290","https://collection.aiatsis.gov.au/austlang/language/c37"
"C38","Ngardilypa","Ngardilpa|Warlpiri|Ngardilba/Wanayaga","","-19.623475796516","129.735598525720","https://collection.aiatsis.gov.au/austlang/language/c38"
"C39","Wawulya","","","-21.804710014586","130.043868392020","https://collection.aiatsis.gov.au/austlang/language/c39"
"C4","Yankunytjatjara","Yankuntjatjarra|Yankuntjatjara|Alinjera|Ankundjara|Everard Range Tribe|Jan gundjara|Janggunadjara|Janggundjara|Jangkudjara|Jangkuntjarra|Jangkundjadjara|Jangkundjara|Jangundjara|Jangwundjara|Jankundjadjara|Jankundjara|Jankundjindjara|Jankuntjatara|Jankuntjatjara|Jankunzazara|Jankunzazzara|Kaltjilandjara|Nankundjara|Wirtjapakandja|Wirtjapokandja|Yangkuntjatjara|Yangundjadjara|Yangundyadyara|Yankundyari|Yankunjara|Yangundjara|Yankuntjara|Yangkundjara|Everard Range Tribe’|Jan kundjadjara|Jan kundjindjara|Nan kundjara","Yankunytjatjara language C4","-26.623693675417","132.260552927320","https://collection.aiatsis.gov.au/austlang/language/c4"
"C40","Warnayaka","Wanayaga|Woneiga","","-19.738704877106","130.703068983700","https://collection.aiatsis.gov.au/austlang/language/c40"
"C41","Yarlpiri","Lander Yalpari","","-20.483628749587","132.131974877780","https://collection.aiatsis.gov.au/austlang/language/c41"
"C42","Warrmarla","Walmala|Warlmanpa|Warrmarrla","","-20.509421177708","129.747864149100","https://collection.aiatsis.gov.au/austlang/language/c42"
"C43","Ngaliya","Warlpiri","","-21.808698092336","131.186712606940","https://collection.aiatsis.gov.au/austlang/language/c43"
"C44","Wenamba","Wenanba|Wankawinan|Kalgonei|Wanudjara|Pintularapi|Mangawara|Kalguni|Widanda|Tjurti","","-23.708424679344","128.749241578080","https://collection.aiatsis.gov.au/austlang/language/c44"
"C45","Nyiwanawu","","","-16.339209303677","129.682319368410","https://collection.aiatsis.gov.au/austlang/language/c45"
"C46","Pertame","Arandic","Pertame language C46","","","https://collection.aiatsis.gov.au/austlang/language/c46"
"C47","Western Arrarnta","Aranda|Tyuretye Arrernte|Western Aranda|Arrarnta|Western Aranta|Arinta|Arranda|Arrinda|Arrundta|Arrunta|Arunda|Arunndta|Arunta|Urrundie|Western Arrernte|Ur rundie|Arandic","Western Arrarnta language C47","","","https://collection.aiatsis.gov.au/austlang/language/c47"
"C5","Antikarinya","Antikarinya|Antakarinya|Antakarinja|Andagirinja|Aldolinga|Alinjerra|Aluna Aluna|Andagarindja|Andagarinja|Andakirinja|Andayarinja|Andegilliga|Andekarinja|Andekerinja|Andgari|Andigari|Andigarina|Andigarinya|Andigidini|Andigiri|Andigirinji|Andigiriny|Andingari|Andjirigna|Andjiringna|Andongerry|Andrgrinji|Andugarinja|Anjirigna|Antakerinya|Antakerrinya|Antakirinha|Antakirinja|Antegarinya|Antekarinja|Anterrikanya|Antigari|Antigerinya|Antingari|Antingerrie|Gunmarang|Kadjilaranda|Maduntara|Madutara|Maiuladjara|Maiulatara|Manangari|Matjutu|Matuntara|Matutara|Mau|Maung|Mauung|Mbenderinga|Mularatara|Ngonde|Njuntundjara|Southern Loritja|Tangara|Untergerrie|Unterrgerrie|Walarangunja|Walarenunga|Yandairunga|Yanido|Andingiri|Andagarinya|Antin gari|Aluna","Antikirinya language C5","-27.029789016408","134.016635672720","https://collection.aiatsis.gov.au/austlang/language/c5"
"C6","Pitjantjatjara","Pitjantjatjarra|Bidjandjadjara|Pitjantjara|Bidjandja|Bidjandjara|Bidjuwongga|Bidyandyadyara|Bindjandjadjara|Gunggawara|Ituarre|Jabu|Kalgonei|Mamoo|Mamu|Mangawara|Mulatara|Nangatadjara|Njangadjadjara|Nyangatjatjara|Partutu|Peechintarra|Pidjandja|Pidjandjara|Pidzandza|Pijandarra|Pintularapi|Pitchentara|Pitdjandjara|Pitindjatjara|Pitjandara|Pitjandjadjara|Pitjandjara|Pitjanjarra|Pitjanzazara|Pitjendadjara|Pitjentara|Pitjindjatjara|Pitjindjiara|Pitjinjara|Pitjinjiara|Pitjintara|Pitjintjitjira|Pitkindjara|Pituari|Tjitiadjara|Tjurti|Wankawinan|Wanudjara|Widanda|Widjandja|Wirtjapakandja|Wongapitcha|Wongapitja|Wongapitjira|Bidjandjadjara/Njangadadjara|Pid jandjara|Woga pitja","Pitjantjatjara language C6","-25.664115063165","130.065503849000","https://collection.aiatsis.gov.au/austlang/language/c6"
"C7","Kukatja","","","","","https://collection.aiatsis.gov.au/austlang/language/c7"
"C7.1","Luritja","Luritja|Pintupi Luritja|Jumu|Kukatja|Loritja|Matuntara|Ngalia|Aluratja|Aluratji|Aluridia|Aluridja|Lo rit ya|Loorudgee|Loorudgie|Loritcha|Loritya|Luridja|Luritcha|Lurritji|Maiulatara|Manggai|Mulatara|Nambulatji|Panara|Pardoo|Peedona|Peedong|Uluritdja|Wanaeka|Wangatjunga|Wangatunga|Wangkadjungga|Wangkatjunga|Wangkatunga|Wangu|Wankutjunga|Western Loritja|Gogadja|Gugada|Gugadja|Juluridja|Kukacha|Kukadja|Kukata|Ulur itdja","Luritja language C7.1","-24.947084972136","133.151902804260","https://collection.aiatsis.gov.au/austlang/language/c7.1"
"C8","Arrernte","Aranda|Ikngerripenhe|Eastern Aranda|Mparntwe Arrernte|Central Aranda|Tyuretye Arrernte|Arrernte Alturlerenj|Western Aranda|Pertame|Southern Aranda|Arrarnta|Western|Eastern|Aldolanga|Aldolinga|Alitera|Aranta|Arinta|Arranda|Arrinda|Arrundta|Arunda|Arrunta|Arunndta|Arunta|Arunta Ulpma|Burringah|Herrinda|Ilpma|Jairunda|Oiljpma|Paroola|Pirdima|Pitjapitja|Pitjima|Ulpma|Urrundie|Waitjinga|Wonggaranda|Wongkatjeri|Wychinga|Western Arrernte|Eastern Arrernte|Sourthern Aranda|Southern|Arrente|Burrin gah|Ur rundie","Arrernte language C8","-23.912769752563","134.260923175230","https://collection.aiatsis.gov.au/austlang/language/c8"
"C8.1","Anmatyerr","Anmatjirra|Anmatyerre|Anmatjera|Unmatjera|Imatjera|Urmitchee|Anmadjara|Anmatjere|Anmajirra|Nmatjera|Anmatjara|Janmadjara|Janmadjari|Janmatjiri|Yanmedjara|Yanmadjari|Arandic","Anmatyerr language C8.1","-22.254652760404","133.262252901200","https://collection.aiatsis.gov.au/austlang/language/c8.1"
"C9","Wanggamala","Wongkamala|Wonkamudla|Wonggaman|Wonggawan|Wonkamala|Wanggamanha|Wangkamana|Wangkamala","","","","https://collection.aiatsis.gov.au/austlang/language/c9"
"D1","Wemba Wemba","Wamba Wamba|Wembawemba|Wambawamba|Womba|Weumba|Waamba|Yambayamba|Yamba|Wiembar|Wamba wamba|Yamba yamba|Swan Hill tribe|Moulmein dialect Moolamiin|Lake Boga dialect|The neighbourhood of Lake Boga|probably Moorebat|the Lower Loddon dialect|Kerang|Loddon R|dialect|Wa amba|Wamba|Wemba wemba|Lake Boga tribe|Waimbi waimbi|Wambo wambo|Waimbu Waimbu|Boga tribe|Wemberwemba|Waimbiwaimbi|WembaWemba|Jambajamba|Gourrmjanyuk|Gorrmjanyuk","Wemba Wemba language D1","-35.341221572939","144.141905046700","https://collection.aiatsis.gov.au/austlang/language/d1"
"D10","Wiradjuri","Wiradhurri|Wirratherie|Wirradgerry|Waradgery|Woradgery|Wiradhuri|Jeithi|Berrembeel|Junamildan|Wagga tribe|Waradgeri|Warandgeri|Warradjerrie|Warrai Durhai|Wayradgee|Weeragurie|Weerarthery|Weorgery|Weradgerie|Werogeri|Werogery|Wiiradurei|Wiiratheri|Wir rajer ree|Wira athoree|Wira durei|Wira shurri|Wiradhari|Wiradjari|Wiradjeri|Wiradjwri|Wiradthery|Wiradthuri|Wiradurei|Wiraduri|Wiradyuri|Wiragere|Wiraijuri|Wirajarai|Wirajeree|Wirajerry|Wirashuri|Wirathere|Wiratheri|Wiraturai|Wirotheree|Wirra jerre|Wirrajerre|Wirra athoree|Wirra dhari|Wirra dthoor ree|Wirra dthooree|Wirracharee|Wirrach arree|Wirraddury|Wirradhurri|Wirradjerri|Wirradjery|Wirraiyarrai|Wirrai yarrai|Wirraidyuri|Wirraijuri|Wirrajeree|Wirrajerry|Wirrathuri|Wooradgery|Woorajuri|Wooratheri|Wooratherie|Woradgery|Woradjera|Woradjerg|Wordjerg|Wuradjeri|Wira Athorree|Wi iratheri|Wiratu rai|Woorad gery|Wir ra jer ree|Kunamildan","Wiradjuri language D10","-33.909180160775","147.257346406650","https://collection.aiatsis.gov.au/austlang/language/d10"
"D11","Pulaali","Paakantyi|Bulaali|Bulalli|Bolali|Maljangapa|Wiljakali|Pulaali|Pulakali|Maljangaba|Malya napa|Mulya napa|Mulya nappa|Milya uppa|Mullia arpa|Muliaarpa|Malynapa|Malja:pa|Malyapa|Nalyanapa|Malgangara|Karikari|Bulali for Maljangapa|Wilyakali|Wiljali|Wiljagali|Willoo|Bo arli|Bulali for Wiljakali","Pulaali language D11","-31.489576620619","141.769794143050","https://collection.aiatsis.gov.au/austlang/language/d11"
